vetor pesos sinapticos original:
0.380413 0.474197 0.667226 0.721152 
0.991760 0.388195 0.558092 0.518998 
0.079470 0.003510 0.109653 0.571917 
0.096500 0.528367 0.496750 0.457595 
0.503830 0.498306 0.857082 0.028901 
0.444288 0.879666 0.606861 0.592425 
0.832820 0.924314 0.500504 0.854183 
0.143406 0.933256 0.965636 0.039552 
0.675161 0.584246 0.744835 0.093051 
0.577380 0.980316 0.375378 0.364452 
0.416547 0.075014 0.537858 0.687582 
0.564776 0.631367 0.805261 0.257698 
0.192267 0.369579 0.823939 0.214515 
0.144475 0.461043 0.457228 0.335765 
0.485000 0.023957 0.923185 0.749016 
0.986053 0.777429 0.457839 0.066805 
0.347240 0.509476 0.535081 0.852443 
0.424451 0.516617 0.174413 0.821467 
0.249153 0.669546 0.367687 0.686087 
0.120640 0.262398 0.156529 0.048524 
0.551195 0.301737 0.391247 0.249153 
0.346477 0.390606 0.702506 0.576006 
0.601672 0.865078 0.717368 0.742180 
0.894925 0.338725 0.050600 0.036561 
0.459456 0.311686 0.102664 0.055177 
0.615223 0.000366 0.195593 0.418470 
0.241707 0.044099 0.077944 0.381237 
0.573046 0.245003 0.330210 0.741478 
0.096438 0.997253 0.701865 0.954344 
0.835658 0.562181 0.911344 0.857326 
0.800226 0.845271 0.939970 0.913022 
0.882076 0.831294 0.351573 0.375805 
0.980773 0.333872 0.668569 0.288491 
0.638203 0.215979 0.335734 0.715415 
0.964690 0.737144 0.303659 0.117924 
0.136998 0.183844 0.762017 0.279092 
0.250099 0.439650 0.054811 0.682852 
0.803644 0.650746 0.308512 0.755119 
0.604328 0.643513 0.804102 0.872158 
0.365673 0.250404 0.624714 0.542772 
0.786401 0.200262 0.609912 0.670736 
0.388165 0.729118 0.147771 0.303262 
0.894925 0.568163 0.836085 0.772485 
0.433882 0.464980 0.543992 0.635304 
0.340587 0.893948 0.905454 0.318705 
0.848384 0.112644 0.775201 0.876125 
0.443922 0.220008 0.679159 0.761437 
0.170232 0.372814 0.790124 0.027009 
0.657888 0.816462 0.460219 0.851558 
0.166173 0.886685 0.840938 0.804376 
0.415448 0.638020 0.622669 0.752281 
0.491287 0.255562 0.424451 0.815241 
0.602496 0.906217 0.865322 0.277230 
0.973998 0.185400 0.848720 0.858242 
0.655232 0.816248 0.090732 0.253914 
0.526444 0.756279 0.424268 0.349254 
0.282907 0.369152 0.909146 0.011872 
0.679495 0.816858 0.280679 0.872311 
0.815638 0.328776 0.767235 0.996063 
0.743034 0.504166 0.807917 0.855281 
0.176702 0.303842 0.702261 0.504929 
0.590869 0.887875 0.722648 0.370678 
0.480636 0.954894 0.720786 0.554003 
0.071230 0.739921 0.759789 0.061464 
0.255562 0.326395 0.802637 0.863918 
0.041627 0.429060 0.988800 0.191870 
0.290963 0.303781 0.529801 0.973815 
0.029176 0.940489 0.755211 0.823023 
0.110324 0.195502 0.340342 0.479598 
0.053568,
0.053566,
0.053566,
0.053564,
0.053564,
0.053562,
0.053562,
0.053561,
0.053561,
0.053559,
0.053559,
0.053557,
0.053557,
0.053555,
0.053555,
0.053553,
0.053553,
0.053551,
0.053551,
0.053549,
0.053549,
0.053547,
0.053547,
0.053545,
0.053545,
0.053543,
0.053543,
0.053541,
0.053541,
0.053540,
0.053540,
0.053538,
0.053538,
0.053536,
0.053536,
0.053534,
0.053534,
0.053532,
0.053532,
0.053530,
0.053530,
0.053528,
0.053528,
0.053526,
0.053526,
0.053524,
0.053524,
0.053522,
0.053522,
0.053521,
0.053521,
0.053519,
0.053519,
0.053517,
0.053517,
0.053515,
0.053515,
0.053513,
0.053513,
0.053511,
0.053511,
0.053509,
0.053509,
0.053507,
0.053507,
0.053505,
0.053505,
0.053504,
0.053504,
0.053502,
0.053502,
0.053500,
0.053500,
0.053498,
0.053498,
0.053496,
0.053496,
0.053494,
0.053494,
0.053492,
0.053492,
0.053490,
0.053490,
0.053488,
0.053488,
0.053486,
0.053486,
0.053485,
0.053485,
0.053483,
0.053483,
0.053481,
0.053481,
0.053479,
0.053479,
0.053477,
0.053477,
0.053475,
0.053475,
0.053473,
0.053473,
0.053471,
0.053471,
0.053470,
0.053470,
0.053468,
0.053468,
0.053466,
0.053466,
0.053464,
0.053464,
0.053462,
0.053462,
0.053460,
0.053460,
0.053458,
0.053458,
0.053456,
0.053456,
0.053454,
0.053454,
0.053453,
0.053453,
0.053451,
0.053451,
0.053449,
0.053449,
0.053447,
0.053447,
0.053445,
0.053445,
0.053443,
0.053443,
0.053441,
0.053441,
0.053439,
0.053439,
0.053438,
0.053438,
0.053436,
0.053436,
0.053434,
0.053434,
0.053432,
0.053432,
0.053430,
0.053430,
0.053428,
0.053428,
0.053426,
0.053426,
0.053424,
0.053424,
0.053423,
0.053423,
0.053421,
0.053421,
0.053419,
0.053419,
0.053417,
0.053417,
0.053415,
0.053415,
0.053413,
0.053413,
0.053411,
0.053411,
0.053409,
0.053409,
0.053408,
0.053408,
0.053406,
0.053406,
0.053404,
0.053404,
0.053402,
0.053402,
0.053400,
0.053400,
0.053398,
0.053398,
0.053396,
0.053396,
0.053395,
0.053395,
0.053393,
0.053393,
0.053391,
0.053391,
0.053389,
0.053389,
0.053387,
0.053387,
0.053385,
0.053385,
0.053383,
0.053383,
0.053382,
0.053382,
0.053380,
0.053380,
0.053378,
0.053378,
0.053376,
0.053376,
0.053374,
0.053374,
0.053372,
0.053372,
0.053370,
0.053370,
0.053369,
0.053369,
0.053367,
0.053367,
0.053365,
0.053365,
0.053363,
0.053363,
0.053361,
0.053361,
0.053359,
0.053359,
0.053357,
0.053357,
0.053356,
0.053356,
0.053354,
0.053354,
0.053352,
0.053352,
0.053350,
0.053350,
0.053348,
0.053348,
0.053346,
0.053346,
0.053344,
0.053344,
0.053343,
0.053343,
0.053341,
0.053341,
0.053339,
0.053339,
0.053337,
0.053337,
0.053335,
0.053335,
0.053333,
0.053333,
0.053332,
0.053332,
0.053330,
0.053330,
0.053328,
0.053328,
0.053326,
0.053326,
0.053324,
0.053324,
0.053322,
0.053322,
0.053320,
0.053320,
0.053319,
0.053319,
0.053317,
0.053317,
0.053315,
0.053315,
0.053313,
0.053313,
0.053311,
0.053311,
0.053309,
0.053309,
0.053308,
0.053308,
0.053306,
0.053306,
0.053304,
0.053304,
0.053302,
0.053302,
0.053300,
0.053300,
0.053298,
0.053298,
0.053297,
0.053297,
0.053295,
0.053295,
0.053293,
0.053293,
0.053291,
0.053291,
0.053289,
0.053289,
0.053287,
0.053287,
0.053286,
0.053286,
0.053284,
0.053284,
0.053282,
0.053282,
0.053280,
0.053280,
0.053278,
0.053278,
0.053276,
0.053276,
0.053275,
0.053275,
0.053273,
0.053273,
0.053271,
0.053271,
0.053269,
0.053269,
0.053267,
0.053267,
0.053265,
0.053265,
0.053264,
0.053264,
0.053262,
0.053262,
0.053260,
0.053260,
0.053258,
0.053258,
0.053256,
0.053256,
0.053254,
0.053254,
0.053253,
0.053253,
0.053251,
0.053251,
0.053249,
0.053249,
0.053247,
0.053247,
0.053245,
0.053245,
0.053244,
0.053244,
0.053242,
0.053242,
0.053240,
0.053240,
0.053238,
0.053238,
0.053236,
0.053236,
0.053234,
0.053234,
0.053233,
0.053233,
0.053231,
0.053231,
0.053229,
0.053229,
0.053227,
0.053227,
0.053225,
0.053225,
0.053224,
0.053224,
0.053222,
0.053222,
0.053220,
0.053220,
0.053218,
0.053218,
0.053216,
0.053216,
0.053214,
0.053214,
0.053213,
0.053213,
0.053211,
0.053211,
0.053209,
0.053209,
0.053207,
0.053207,
0.053205,
0.053205,
0.053204,
0.053204,
0.053202,
0.053202,
0.053200,
0.053200,
0.053198,
0.053198,
0.053196,
0.053196,
0.053195,
0.053195,
0.053193,
0.053193,
0.053191,
0.053191,
0.053189,
0.053189,
0.053187,
0.053187,
0.053186,
0.053186,
0.053184,
0.053184,
0.053182,
0.053182,
0.053180,
0.053180,
0.053178,
0.053178,
0.053177,
0.053177,
0.053175,
0.053175,
0.053173,
0.053173,
0.053171,
0.053171,
0.053169,
0.053169,
0.053167,
0.053167,
0.053166,
0.053166,
0.053164,
0.053164,
0.053162,
0.053162,
0.053160,
0.053160,
0.053159,
0.053159,
0.053157,
0.053157,
0.053155,
0.053155,
0.053153,
0.053153,
0.053151,
0.053151,
0.053150,
0.053150,
0.053148,
0.053148,
0.053146,
0.053146,
0.053144,
0.053144,
0.053142,
0.053142,
0.053141,
0.053141,
0.053139,
0.053139,
0.053137,
0.053137,
0.053135,
0.053135,
0.053133,
0.053133,
0.053132,
0.053132,
0.053130,
0.053130,
0.053128,
0.053128,
0.053126,
0.053126,
0.053124,
0.053124,
0.053123,
0.053123,
0.053121,
0.053121,
0.053119,
0.053119,
0.053117,
0.053117,
0.053116,
0.053116,
0.053114,
0.053114,
0.053112,
0.053112,
0.053110,
0.053110,
0.053108,
0.053108,
0.053107,
0.053107,
0.053105,
0.053105,
0.053103,
0.053103,
0.053101,
0.053101,
0.053099,
0.053099,
0.053098,
0.053098,
0.053096,
0.053096,
0.053094,
0.053094,
0.053092,
0.053092,
0.053091,
0.053091,
0.053089,
0.053089,
0.053087,
0.053087,
0.053085,
0.053085,
0.053083,
0.053083,
0.053082,
0.053082,
0.053080,
0.053080,
0.053078,
0.053078,
0.053076,
0.053076,
0.053075,
0.053075,
0.053073,
0.053073,
0.053071,
0.053071,
0.053069,
0.053069,
0.053067,
0.053067,
0.053066,
0.053066,
0.053064,
0.053064,
0.053062,
0.053062,
0.053060,
0.053060,
0.053059,
0.053059,
0.053057,
0.053057,
0.053055,
0.053055,
0.053053,
0.053053,
0.053052,
0.053052,
0.053050,
0.053050,
0.053048,
0.053048,
0.053046,
0.053046,
0.053044,
0.053044,
0.053043,
0.053043,
0.053041,
0.053041,
0.053039,
0.053039,
0.053037,
0.053037,
0.053036,
0.053036,
0.053034,
0.053034,
0.053032,
0.053032,
0.053030,
0.053030,
0.053029,
0.053029,
0.053027,
0.053027,
0.053025,
0.053025,
0.053023,
0.053023,
0.053022,
0.053022,
0.053020,
0.053020,
0.053018,
0.053018,
0.053016,
0.053016,
0.053015,
0.053015,
0.053013,
0.053013,
0.053011,
0.053011,
0.053009,
0.053009,
0.053008,
0.053008,
0.053006,
0.053006,
0.053004,
0.053004,
0.053002,
0.053002,
0.053000,
0.053000,
0.052999,
0.052999,
0.052997,
0.052997,
0.052995,
0.052995,
0.052993,
0.052993,
0.052992,
0.052992,
0.052990,
0.052990,
0.052988,
0.052988,
0.052986,
0.052986,
0.052985,
0.052985,
0.052983,
0.052983,
0.052981,
0.052981,
0.052979,
0.052979,
0.052978,
0.052978,
0.052976,
0.052976,
0.052974,
0.052974,
0.052972,
0.052972,
0.052971,
0.052971,
0.052969,
0.052969,
0.052967,
0.052967,
0.052966,
0.052966,
0.052964,
0.052964,
0.052962,
0.052962,
0.052960,
0.052960,
0.052959,
0.052959,
0.052957,
0.052957,
0.052955,
0.052955,
0.052953,
0.052953,
0.052952,
0.052952,
0.052950,
0.052950,
0.052948,
0.052948,
0.052946,
0.052946,
0.052945,
0.052945,
0.052943,
0.052943,
0.052941,
0.052941,
0.052939,
0.052939,
0.052938,
0.052938,
0.052936,
0.052936,
0.052934,
0.052934,
0.052932,
0.052932,
0.052931,
0.052931,
0.052929,
0.052929,
0.052927,
0.052927,
0.052926,
0.052926,
0.052924,
0.052924,
0.052922,
0.052922,
0.052920,
0.052920,
0.052919,
0.052919,
0.052917,
0.052917,
0.052915,
0.052915,
0.052913,
0.052913,
0.052912,
0.052912,
0.052910,
0.052910,
0.052908,
0.052908,
0.052906,
0.052906,
0.052905,
0.052905,
0.052903,
0.052903,
0.052901,
0.052901,
0.052900,
0.052900,
0.052898,
0.052898,
0.052896,
0.052896,
0.052894,
0.052894,
0.052893,
0.052893,
0.052891,
0.052891,
0.052889,
0.052889,
0.052887,
0.052887,
0.052886,
0.052886,
0.052884,
0.052884,
0.052882,
0.052882,
0.052881,
0.052881,
0.052879,
0.052879,
0.052877,
0.052877,
0.052875,
0.052875,
0.052874,
0.052874,
0.052872,
0.052872,
0.052870,
0.052870,
0.052869,
0.052869,
0.052867,
0.052867,
0.052865,
0.052865,
0.052863,
0.052863,
0.052862,
0.052862,
0.052860,
0.052860,
0.052858,
0.052858,
0.052857,
0.052857,
0.052855,
0.052855,
0.052853,
0.052853,
0.052851,
0.052851,
0.052850,
0.052850,
0.052848,
0.052848,
0.052846,
0.052846,
0.052845,
0.052845,
0.052843,
0.052843,
0.052841,
0.052841,
0.052839,
0.052839,
0.052838,
0.052838,
0.052836,
0.052836,
0.052834,
0.052834,
0.052833,
0.052833,
0.052831,
0.052831,
0.052829,
0.052829,
0.052827,
0.052827,
0.052826,
0.052826,
0.052824,
0.052824,
0.052822,
0.052822,
0.052821,
0.052821,
0.052819,
0.052819,
0.052817,
0.052817,
0.052816,
0.052816,
0.052814,
0.052814,
0.052812,
0.052812,
0.052810,
0.052810,
0.052809,
0.052809,
0.052807,
0.052807,
0.052805,
0.052805,
0.052804,
0.052804,
0.052802,
0.052802,
0.052800,
0.052800,
0.052799,
0.052799,
0.052797,
0.052797,
0.052795,
0.052795,
0.052793,
0.052793,
0.052792,
0.052792,
0.052790,
0.052790,
0.052788,
0.052788,
0.052787,
0.052787,
0.052785,
0.052785,
0.052783,
0.052783,
0.052782,
0.052782,
0.052780,
0.052780,
0.052778,
0.052778,
0.052777,
0.052777,
0.052775,
0.052775,
0.052773,
0.052773,
0.052771,
0.052771,
0.052770,
0.052770,
0.052768,
0.052768,
0.052766,
0.052766,
0.052765,
0.052765,
0.052763,
0.052763,
0.052761,
0.052761,
0.052760,
0.052760,
0.052758,
0.052758,
0.052756,
0.052756,
0.052755,
0.052755,
0.052753,
0.052753,
0.052751,
0.052751,
0.052749,
0.052749,
0.052748,
0.052748,
0.052746,
0.052746,
0.052744,
0.052744,
0.052743,
0.052743,
0.052741,
0.052741,
0.052739,
0.052739,
0.052738,
0.052738,
0.052736,
0.052736,
0.052734,
0.052734,
0.052733,
0.052733,
0.052731,
0.052731,
0.052729,
0.052729,
0.052728,
0.052728,
0.052726,
0.052726,
0.052724,
0.052724,
0.052723,
0.052723,
0.052721,
0.052721,
0.052719,
0.052719,
0.052718,
0.052718,
0.052716,
0.052716,
0.052714,
0.052714,
0.052713,
0.052713,
0.052711,
0.052711,
0.052709,
0.052709,
0.052708,
0.052708,
0.052706,
0.052706,
0.052704,
0.052704,
0.052702,
0.052702,
0.052701,
0.052701,
0.052699,
0.052699,
0.052697,
0.052697,
0.052696,
0.052696,
0.052694,
0.052694,
0.052692,
0.052692,
0.052691,
0.052691,
0.052689,
0.052689,
0.052687,
0.052687,
0.052686,
0.052686,
0.052684,
0.052684,
0.052682,
0.052682,
0.052681,
0.052681,
0.052679,
0.052679,
0.052677,
0.052677,
0.052676,
0.052676,
0.052674,
0.052674,
0.052672,
0.052672,
0.052671,
0.052671,
0.052669,
0.052669,
0.052667,
0.052667,
0.052666,
0.052666,
0.052664,
0.052664,
0.052662,
0.052662,
0.052661,
0.052661,
0.052659,
0.052659,
0.052657,
0.052657,
0.052656,
0.052656,
0.052654,
0.052654,
0.052653,
0.052653,
0.052651,
0.052651,
0.052649,
0.052649,
0.052648,
0.052648,
0.052646,
0.052646,
0.052644,
0.052644,
0.052643,
0.052643,
0.052641,
0.052641,
0.052639,
0.052639,
0.052638,
0.052638,
0.052636,
0.052636,
0.052634,
0.052634,
0.052633,
0.052633,
0.052631,
0.052631,
0.052629,
0.052629,
0.052628,
0.052628,
0.052626,
0.052626,
0.052624,
0.052624,
0.052623,
0.052623,
0.052621,
0.052621,
0.052619,
0.052619,
0.052618,
0.052618,
0.052616,
0.052616,
0.052614,
0.052614,
0.052613,
0.052613,
0.052611,
0.052611,
0.052610,
0.052610,
0.052608,
0.052608,
0.052606,
0.052606,
0.052605,
0.052605,
0.052603,
0.052603,
0.052601,
0.052601,
0.052600,
0.052600,
0.052598,
0.052598,
0.052596,
0.052596,
0.052595,
0.052595,
0.052593,
0.052593,
0.052591,
0.052591,
0.052590,
0.052590,
0.052588,
0.052588,
0.052587,
0.052587,
0.052585,
0.052585,
0.052583,
0.052583,
0.052582,
0.052582,
0.052580,
0.052580,
0.052578,
0.052578,
0.052577,
0.052577,
0.052575,
0.052575,
0.052573,
0.052573,
0.052572,
0.052572,
0.052570,
0.052570,
0.052569,
0.052569,
0.052567,
0.052567,
0.052565,
0.052565,
0.052564,
0.052564,
0.052562,
0.052562,
0.052560,
0.052560,
0.052559,
0.052559,
0.052557,
0.052557,
0.052555,
0.052555,
0.052554,
0.052554,
0.052552,
0.052552,
0.052551,
0.052551,
0.052549,
0.052549,
0.052547,
0.052547,
0.052546,
0.052546,
0.052544,
0.052544,
0.052542,
0.052542,
0.052541,
0.052541,
0.052539,
0.052539,
0.052538,
0.052538,
0.052536,
0.052536,
0.052534,
0.052534,
0.052533,
0.052533,
0.052531,
0.052531,
0.052529,
0.052529,
0.052528,
0.052528,
0.052526,
0.052526,
0.052525,
0.052525,
0.052523,
0.052523,
0.052521,
0.052521,
0.052520,
0.052520,
0.052518,
0.052518,
0.052516,
0.052516,
0.052515,
0.052515,
0.052513,
0.052513,
0.052512,
0.052512,
0.052510,
0.052510,
0.052508,
0.052508,
0.052507,
0.052507,
0.052505,
0.052505,
0.052503,
0.052503,
0.052502,
0.052502,
0.052500,
0.052500,
0.052499,
0.052499,
0.052497,
0.052497,
0.052495,
0.052495,
0.052494,
0.052494,
0.052492,
0.052492,
0.052491,
0.052491,
0.052489,
0.052489,
0.052487,
0.052487,
0.052486,
0.052486,
0.052484,
0.052484,
0.052482,
0.052482,
0.052481,
0.052481,
0.052479,
0.052479,
0.052478,
0.052478,
0.052476,
0.052476,
0.052474,
0.052474,
0.052473,
0.052473,
0.052471,
0.052471,
0.052470,
0.052470,
0.052468,
0.052468,
0.052466,
0.052466,
0.052465,
0.052465,
0.052463,
0.052463,
0.052462,
0.052462,
0.052460,
0.052460,
0.052458,
0.052458,
0.052457,
0.052457,
0.052455,
0.052455,
0.052453,
0.052453,
0.052452,
0.052452,
0.052450,
0.052450,
0.052449,
0.052449,
0.052447,
0.052447,
0.052445,
0.052445,
0.052444,
0.052444,
0.052442,
0.052442,
0.052441,
0.052441,
0.052439,
0.052439,
0.052437,
0.052437,
0.052436,
0.052436,
0.052434,
0.052434,
0.052433,
0.052433,
0.052431,
0.052431,
0.052429,
0.052429,
0.052428,
0.052428,
0.052426,
0.052426,
0.052425,
0.052425,
0.052423,
0.052423,
0.052421,
0.052421,
0.052420,
0.052420,
0.052418,
0.052418,
0.052417,
0.052417,
0.052415,
0.052415,
0.052414,
0.052414,
0.052412,
0.052412,
0.052410,
0.052410,
0.052409,
0.052409,
0.052407,
0.052407,
0.052406,
0.052406,
0.052404,
0.052404,
0.052402,
0.052402,
0.052401,
0.052401,
0.052399,
0.052399,
0.052398,
0.052398,
0.052396,
0.052396,
0.052394,
0.052394,
0.052393,
0.052393,
0.052391,
0.052391,
0.052390,
0.052390,
0.052388,
0.052388,
0.052386,
0.052386,
0.052385,
0.052385,
0.052383,
0.052383,
0.052382,
0.052382,
0.052380,
0.052380,
0.052379,
0.052379,
0.052377,
0.052377,
0.052375,
0.052375,
0.052374,
0.052374,
0.052372,
0.052372,
0.052371,
0.052371,
0.052369,
0.052369,
0.052367,
0.052367,
0.052366,
0.052366,
0.052364,
0.052364,
0.052363,
0.052363,
0.052361,
0.052361,
0.052360,
0.052360,
0.052358,
0.052358,
0.052356,
0.052356,
0.052355,
0.052355,
0.052353,
0.052353,
0.052352,
0.052352,
0.052350,
0.052350,
0.052349,
0.052349,
0.052347,
0.052347,
0.052345,
0.052345,
0.052344,
0.052344,
0.052342,
0.052342,
0.052341,
0.052341,
0.052339,
0.052339,
0.052338,
0.052338,
0.052336,
0.052336,
0.052334,
0.052334,
0.052333,
0.052333,
0.052331,
0.052331,
0.052330,
0.052330,
0.052328,
0.052328,
0.052327,
0.052327,
0.052325,
0.052325,
0.052323,
0.052323,
0.052322,
0.052322,
0.052320,
0.052320,
0.052319,
0.052319,
0.052317,
0.052317,
0.052316,
0.052316,
0.052314,
0.052314,
0.052312,
0.052312,
0.052311,
0.052311,
0.052309,
0.052309,
0.052308,
0.052308,
0.052306,
0.052306,
0.052305,
0.052305,
0.052303,
0.052303,
0.052301,
0.052301,
0.052300,
0.052300,
0.052298,
0.052298,
0.052297,
0.052297,
0.052295,
0.052295,
0.052294,
0.052294,
0.052292,
0.052292,
0.052290,
0.052290,
0.052289,
0.052289,
0.052287,
0.052287,
0.052286,
0.052286,
0.052284,
0.052284,
0.052283,
0.052283,
0.052281,
0.052281,
0.052280,
0.052280,
0.052278,
0.052278,
0.052276,
0.052276,
0.052275,
0.052275,
0.052273,
0.052273,
0.052272,
0.052272,
0.052270,
0.052270,
0.052269,
0.052269,
0.052267,
0.052267,
0.052266,
0.052266,
0.052264,
0.052264,
0.052262,
0.052262,
0.052261,
0.052261,
0.052259,
0.052259,
0.052258,
0.052258,
0.052256,
0.052256,
0.052255,
0.052255,
0.052253,
0.052253,
0.052252,
0.052252,
0.052250,
0.052250,
0.052249,
0.052249,
0.052247,
0.052247,
0.052245,
0.052245,
0.052244,
0.052244,
0.052242,
0.052242,
0.052241,
0.052241,
0.052239,
0.052239,
0.052238,
0.052238,
0.052236,
0.052236,
0.052235,
0.052235,
0.052233,
0.052233,
0.052231,
0.052231,
0.052230,
0.052230,
0.052228,
0.052228,
0.052227,
0.052227,
0.052225,
0.052225,
0.052224,
0.052224,
0.052222,
0.052222,
0.052221,
0.052221,
0.052219,
0.052219,
0.052218,
0.052218,
0.052216,
0.052216,
0.052215,
0.052215,
0.052213,
0.052213,
0.052211,
0.052211,
0.052210,
0.052210,
0.052208,
0.052208,
0.052207,
0.052207,
0.052205,
0.052205,
0.052204,
0.052204,
0.052202,
0.052202,
0.052201,
0.052201,
0.052199,
0.052199,
0.052198,
0.052198,
0.052196,
0.052196,
0.052195,
0.052195,
0.052193,
0.052193,
0.052191,
0.052191,
0.052190,
0.052190,
0.052188,
0.052188,
0.052187,
0.052187,
0.052185,
0.052185,
0.052184,
0.052184,
0.052182,
0.052182,
0.052181,
0.052181,
0.052179,
0.052179,
0.052178,
0.052178,
