vetor pesos sinapticos original:
0.385235 0.252907 0.364940 0.785607 
0.047792 0.805445 0.049623 0.816156 
0.368297 0.609302 0.336131 0.879879 
0.354656 0.275948 0.984405 0.414289 
0.042329 0.154515 0.080233 0.261940 
0.103397 0.129887 0.766564 0.102206 
0.676077 0.758415 0.960601 0.923978 
0.071535 0.773003 0.964049 0.820673 
0.513840 0.488571 0.371838 0.888943 
0.568987 0.138981 0.185949 0.511856 
0.420209 0.676992 0.540788 0.808405 
0.644917 0.068361 0.945799 0.529832 
0.649648 0.611286 0.452223 0.185095 
0.419996 0.312449 0.649770 0.675497 
0.740806 0.851192 0.899625 0.220679 
0.543382 0.162267 0.710044 0.856807 
0.536180 0.169866 0.660909 0.288217 
0.774590 0.702383 0.783135 0.373913 
0.326670 0.120548 0.799432 0.029969 
0.690725 0.689810 0.132939 0.829402 
0.121036 0.227638 0.089389 0.080081 
0.518357 0.058016 0.119388 0.663289 
0.040529 0.803339 0.567034 0.412122 
0.090701 0.045747 0.811365 0.313334 
0.838282 0.388867 0.206091 0.311808 
0.929563 0.950987 0.725150 0.000153 
0.543931 0.821131 0.718772 0.974609 
0.452284 0.509690 0.687765 0.137333 
0.233161 0.923856 0.481368 0.728446 
0.303964 0.900021 0.825129 0.366588 
0.922239 0.824122 0.585253 0.881436 
0.814386 0.370922 0.675436 0.217902 
0.587390 0.893857 0.012482 0.194311 
0.580004 0.496292 0.427320 0.394818 
0.309580 0.316019 0.936735 0.978362 
0.171056 0.053591 0.283273 0.684469 
0.543870 0.276223 0.148778 0.817866 
0.963622 0.528123 0.947874 0.492691 
0.514023 0.779046 0.607776 0.917814 
0.096438 0.241585 0.240974 0.004303 
0.731986 0.089328 0.116489 0.076601 
0.553331 0.106174 0.836177 0.968291 
0.642415 0.798853 0.122501 0.283761 
0.369762 0.003479 0.123875 0.107669 
0.392285 0.517502 0.643757 0.942351 
0.965300 0.788324 0.199774 0.155095 
0.725364 0.189764 0.319437 0.716880 
0.600269 0.917722 0.978027 0.512650 
0.001740 0.036103 0.585711 0.005829 
0.958159 0.704733 0.429487 0.537126 
0.342418 0.119480 0.976562 0.039430 
0.852351 0.197424 0.945158 0.450209 
0.898740 0.536576 0.549455 0.602161 
0.058229 0.682791 0.824274 0.873653 
0.246925 0.234291 0.436293 0.380413 
0.270394 0.815577 0.887753 0.989288 
0.907773 0.451247 0.519028 0.935362 
0.184393 0.372204 0.216315 0.324320 
0.990997 0.784021 0.230537 0.300363 
0.704001 0.629810 0.013916 0.161534 
0.964843 0.878628 0.480392 0.203742 
0.273049 0.369976 0.595996 0.574297 
0.550615 0.746910 0.705649 0.916501 
0.332713 0.507675 0.502609 0.086734 
0.742210 0.708029 0.046541 0.724784 
0.903226 0.345256 0.736930 0.959014 
0.950621 0.954802 0.647420 0.027680 
0.291208 0.451308 0.128330 0.097354 
0.273476 0.745018 0.082369 0.059938 
0.921476 0.164556 0.820856 0.589343 
0.889615 0.217994 0.906125 0.239418 
0.294229 0.722770 0.886380 0.863918 
0.578570 0.835994 0.329691 0.139958 
0.066988 0.016633 0.062807 0.476577 
0.365093 0.450423 0.021363 0.088839 
0.261635 0.968810 0.617695 0.519669 
0.288736 0.993469 0.032319 0.389660 
0.596515 0.537523 0.336009 0.657338 
0.298349 0.794397 0.847438 0.169744 
0.943327 0.345897 0.633961 0.785852 
0.271584 0.520920 0.561052 0.853053 
0.909360 0.935484 0.796869 0.318674 
0.159490 0.745781 0.177862 0.257546 
0.544267 0.645375 0.342570 0.096591 
0.255989 0.137852 0.038545 0.318186 
0.172399 0.116031 0.509903 0.923032 
0.592486 0.278970 0.370739 0.434309 
0.349559 0.418287 0.871639 0.723930 
0.457259 0.104831 0.964537 0.442366 
0.945189 0.807062 0.072970 0.333201 
0.040101 0.971923 0.973571 0.213691 
0.349315 0.100436 0.694876 0.902707 
0.201880 0.348399 0.840571 0.877010 
0.804712 0.683584 0.242134 0.937437 
0.368969 0.131016 0.348308 0.666097 
0.863765 0.137455 0.256813 0.955718 
0.552812 0.586108 0.795251 0.392590 
0.970641 0.492965 0.556566 0.774316 
0.494491 0.916227 0.296396 0.543474 
0.168188 0.109653 0.597674 0.418653 
0.934263 0.451491 0.209082 0.003815 
0.930174 0.179815 0.963683 0.657857 
0.005921 0.465987 0.683706 0.404462 
0.118015 0.857204 0.978301 0.165044 
0.756737 0.619190 0.339549 0.094546 
0.063082 0.010987 0.444075 0.302408 
0.791437 0.022279 0.065554 0.739341 
0.773675 0.604907 0.505295 0.531388 
0.042146 0.929807 0.946135 0.542711 
0.266823 0.700705 0.636616 0.447798 
0.662862 0.055635 0.311747 0.094974 
0.025636 0.087436 0.756005 0.442030 
0.048738 0.514908 0.915128 0.845393 
0.581256 0.535295 0.463301 0.984161 
0.980987 0.389996 0.231513 0.199927 
0.219611 0.674276 0.403363 0.534165 
0.896054 0.922208 0.884915 0.243843 
0.813929 0.498428 0.754387 0.077029 
0.280374 0.327921 0.198523 0.089389 
0.053829,
0.053827,
0.053827,
0.053825,
0.053825,
0.053823,
0.053823,
0.053821,
0.053821,
0.053819,
0.053819,
0.053817,
0.053817,
0.053815,
0.053815,
0.053813,
0.053813,
0.053811,
0.053811,
0.053809,
0.053809,
0.053807,
0.053807,
0.053805,
0.053805,
0.053803,
0.053803,
0.053801,
0.053801,
0.053799,
0.053799,
0.053797,
0.053797,
0.053795,
0.053795,
0.053794,
0.053794,
0.053792,
0.053792,
0.053790,
0.053790,
0.053788,
0.053788,
0.053786,
0.053786,
0.053784,
0.053784,
0.053782,
0.053782,
0.053780,
0.053780,
0.053778,
0.053778,
0.053776,
0.053776,
0.053774,
0.053774,
0.053772,
0.053772,
0.053770,
0.053770,
0.053768,
0.053768,
0.053766,
0.053766,
0.053764,
0.053764,
0.053762,
0.053762,
0.053760,
0.053760,
0.053758,
0.053758,
0.053756,
0.053756,
0.053754,
0.053754,
0.053752,
0.053752,
0.053750,
0.053750,
0.053748,
0.053748,
0.053746,
0.053746,
0.053744,
0.053744,
0.053742,
0.053742,
0.053740,
0.053740,
0.053738,
0.053738,
0.053736,
0.053736,
0.053735,
0.053735,
0.053733,
0.053733,
0.053731,
0.053731,
0.053729,
0.053729,
0.053727,
0.053727,
0.053725,
0.053725,
0.053723,
0.053723,
0.053721,
0.053721,
0.053719,
0.053719,
0.053717,
0.053717,
0.053715,
0.053715,
0.053713,
0.053713,
0.053711,
0.053711,
0.053709,
0.053709,
0.053707,
0.053707,
0.053705,
0.053705,
0.053703,
0.053703,
0.053701,
0.053701,
0.053699,
0.053699,
0.053697,
0.053697,
0.053695,
0.053695,
0.053694,
0.053694,
0.053692,
0.053692,
0.053690,
0.053690,
0.053688,
0.053688,
0.053686,
0.053686,
0.053684,
0.053684,
0.053682,
0.053682,
0.053680,
0.053680,
0.053678,
0.053678,
0.053676,
0.053676,
0.053674,
0.053674,
0.053672,
0.053672,
0.053670,
0.053670,
0.053668,
0.053668,
0.053666,
0.053666,
0.053664,
0.053664,
0.053662,
0.053662,
0.053661,
0.053661,
0.053659,
0.053659,
0.053657,
0.053657,
0.053655,
0.053655,
0.053653,
0.053653,
0.053651,
0.053651,
0.053649,
0.053649,
0.053647,
0.053647,
0.053645,
0.053645,
0.053643,
0.053643,
0.053641,
0.053641,
0.053639,
0.053639,
0.053637,
0.053637,
0.053635,
0.053635,
0.053633,
0.053633,
0.053632,
0.053632,
0.053630,
0.053630,
0.053628,
0.053628,
0.053626,
0.053626,
0.053624,
0.053624,
0.053622,
0.053622,
0.053620,
0.053620,
0.053618,
0.053618,
0.053616,
0.053616,
0.053614,
0.053614,
0.053612,
0.053612,
0.053610,
0.053610,
0.053608,
0.053608,
0.053607,
0.053607,
0.053605,
0.053605,
0.053603,
0.053603,
0.053601,
0.053601,
0.053599,
0.053599,
0.053597,
0.053597,
0.053595,
0.053595,
0.053593,
0.053593,
0.053591,
0.053591,
0.053589,
0.053589,
0.053587,
0.053587,
0.053585,
0.053585,
0.053584,
0.053584,
0.053582,
0.053582,
0.053580,
0.053580,
0.053578,
0.053578,
0.053576,
0.053576,
0.053574,
0.053574,
0.053572,
0.053572,
0.053570,
0.053570,
0.053568,
0.053568,
0.053566,
0.053566,
0.053564,
0.053564,
0.053562,
0.053562,
0.053561,
0.053561,
0.053559,
0.053559,
0.053557,
0.053557,
0.053555,
0.053555,
0.053553,
0.053553,
0.053551,
0.053551,
0.053549,
0.053549,
0.053547,
0.053547,
0.053545,
0.053545,
0.053543,
0.053543,
0.053542,
0.053542,
0.053540,
0.053540,
0.053538,
0.053538,
0.053536,
0.053536,
0.053534,
0.053534,
0.053532,
0.053532,
0.053530,
0.053530,
0.053528,
0.053528,
0.053526,
0.053526,
0.053524,
0.053524,
0.053522,
0.053522,
0.053521,
0.053521,
0.053519,
0.053519,
0.053517,
0.053517,
0.053515,
0.053515,
0.053513,
0.053513,
0.053511,
0.053511,
0.053509,
0.053509,
0.053507,
0.053507,
0.053505,
0.053505,
0.053504,
0.053504,
0.053502,
0.053502,
0.053500,
0.053500,
0.053498,
0.053498,
0.053496,
0.053496,
0.053494,
0.053494,
0.053492,
0.053492,
0.053490,
0.053490,
0.053488,
0.053488,
0.053487,
0.053487,
0.053485,
0.053485,
0.053483,
0.053483,
0.053481,
0.053481,
0.053479,
0.053479,
0.053477,
0.053477,
0.053475,
0.053475,
0.053473,
0.053473,
0.053471,
0.053471,
0.053470,
0.053470,
0.053468,
0.053468,
0.053466,
0.053466,
0.053464,
0.053464,
0.053462,
0.053462,
0.053460,
0.053460,
0.053458,
0.053458,
0.053456,
0.053456,
0.053455,
0.053455,
0.053453,
0.053453,
0.053451,
0.053451,
0.053449,
0.053449,
0.053447,
0.053447,
0.053445,
0.053445,
0.053443,
0.053443,
0.053441,
0.053441,
0.053439,
0.053439,
0.053438,
0.053438,
0.053436,
0.053436,
0.053434,
0.053434,
0.053432,
0.053432,
0.053430,
0.053430,
0.053428,
0.053428,
0.053426,
0.053426,
0.053425,
0.053425,
0.053423,
0.053423,
0.053421,
0.053421,
0.053419,
0.053419,
0.053417,
0.053417,
0.053415,
0.053415,
0.053413,
0.053413,
0.053411,
0.053411,
0.053410,
0.053410,
0.053408,
0.053408,
0.053406,
0.053406,
0.053404,
0.053404,
0.053402,
0.053402,
0.053400,
0.053400,
0.053398,
0.053398,
0.053397,
0.053397,
0.053395,
0.053395,
0.053393,
0.053393,
0.053391,
0.053391,
0.053389,
0.053389,
0.053387,
0.053387,
0.053385,
0.053385,
0.053383,
0.053383,
0.053382,
0.053382,
0.053380,
0.053380,
0.053378,
0.053378,
0.053376,
0.053376,
0.053374,
0.053374,
0.053372,
0.053372,
0.053370,
0.053370,
0.053369,
0.053369,
0.053367,
0.053367,
0.053365,
0.053365,
0.053363,
0.053363,
0.053361,
0.053361,
0.053359,
0.053359,
0.053357,
0.053357,
0.053356,
0.053356,
0.053354,
0.053354,
0.053352,
0.053352,
0.053350,
0.053350,
0.053348,
0.053348,
0.053346,
0.053346,
0.053345,
0.053345,
0.053343,
0.053343,
0.053341,
0.053341,
0.053339,
0.053339,
0.053337,
0.053337,
0.053335,
0.053335,
0.053333,
0.053333,
0.053332,
0.053332,
0.053330,
0.053330,
0.053328,
0.053328,
0.053326,
0.053326,
0.053324,
0.053324,
0.053322,
0.053322,
0.053321,
0.053321,
0.053319,
0.053319,
0.053317,
0.053317,
0.053315,
0.053315,
0.053313,
0.053313,
0.053311,
0.053311,
0.053310,
0.053310,
0.053308,
0.053308,
0.053306,
0.053306,
0.053304,
0.053304,
0.053302,
0.053302,
0.053300,
0.053300,
0.053298,
0.053298,
0.053297,
0.053297,
0.053295,
0.053295,
0.053293,
0.053293,
0.053291,
0.053291,
0.053289,
0.053289,
0.053287,
0.053287,
0.053286,
0.053286,
0.053284,
0.053284,
0.053282,
0.053282,
0.053280,
0.053280,
0.053278,
0.053278,
0.053276,
0.053276,
0.053275,
0.053275,
0.053273,
0.053273,
0.053271,
0.053271,
0.053269,
0.053269,
0.053267,
0.053267,
0.053266,
0.053266,
0.053264,
0.053264,
0.053262,
0.053262,
0.053260,
0.053260,
0.053258,
0.053258,
0.053256,
0.053256,
0.053255,
0.053255,
0.053253,
0.053253,
0.053251,
0.053251,
0.053249,
0.053249,
0.053247,
0.053247,
0.053245,
0.053245,
0.053244,
0.053244,
0.053242,
0.053242,
0.053240,
0.053240,
0.053238,
0.053238,
0.053236,
0.053236,
0.053235,
0.053235,
0.053233,
0.053233,
0.053231,
0.053231,
0.053229,
0.053229,
0.053227,
0.053227,
0.053225,
0.053225,
0.053224,
0.053224,
0.053222,
0.053222,
0.053220,
0.053220,
0.053218,
0.053218,
0.053216,
0.053216,
0.053215,
0.053215,
0.053213,
0.053213,
0.053211,
0.053211,
0.053209,
0.053209,
0.053207,
0.053207,
0.053206,
0.053206,
0.053204,
0.053204,
0.053202,
0.053202,
0.053200,
0.053200,
0.053198,
0.053198,
0.053196,
0.053196,
0.053195,
0.053195,
0.053193,
0.053193,
0.053191,
0.053191,
0.053189,
0.053189,
0.053187,
0.053187,
0.053186,
0.053186,
0.053184,
0.053184,
0.053182,
0.053182,
0.053180,
0.053180,
0.053178,
0.053178,
0.053177,
0.053177,
0.053175,
0.053175,
0.053173,
0.053173,
0.053171,
0.053171,
0.053169,
0.053169,
0.053168,
0.053168,
0.053166,
0.053166,
0.053164,
0.053164,
0.053162,
0.053162,
0.053160,
0.053160,
0.053159,
0.053159,
0.053157,
0.053157,
0.053155,
0.053155,
0.053153,
0.053153,
0.053151,
0.053151,
0.053150,
0.053150,
0.053148,
0.053148,
0.053146,
0.053146,
0.053144,
0.053144,
0.053142,
0.053142,
0.053141,
0.053141,
0.053139,
0.053139,
0.053137,
0.053137,
0.053135,
0.053135,
0.053134,
0.053134,
0.053132,
0.053132,
0.053130,
0.053130,
0.053128,
0.053128,
0.053126,
0.053126,
0.053125,
0.053125,
0.053123,
0.053123,
0.053121,
0.053121,
0.053119,
0.053119,
0.053117,
0.053117,
0.053116,
0.053116,
0.053114,
0.053114,
0.053112,
0.053112,
0.053110,
0.053110,
0.053109,
0.053109,
0.053107,
0.053107,
0.053105,
0.053105,
0.053103,
0.053103,
0.053101,
0.053101,
0.053100,
0.053100,
0.053098,
0.053098,
0.053096,
0.053096,
0.053094,
0.053094,
0.053092,
0.053092,
0.053091,
0.053091,
0.053089,
0.053089,
0.053087,
0.053087,
0.053085,
0.053085,
0.053084,
0.053084,
0.053082,
0.053082,
0.053080,
0.053080,
0.053078,
0.053078,
0.053076,
0.053076,
0.053075,
0.053075,
0.053073,
0.053073,
0.053071,
0.053071,
0.053069,
0.053069,
0.053068,
0.053068,
0.053066,
0.053066,
0.053064,
0.053064,
0.053062,
0.053062,
0.053061,
0.053061,
0.053059,
0.053059,
0.053057,
0.053057,
0.053055,
0.053055,
0.053053,
0.053053,
0.053052,
0.053052,
0.053050,
0.053050,
0.053048,
0.053048,
0.053046,
0.053046,
0.053045,
0.053045,
0.053043,
0.053043,
0.053041,
0.053041,
0.053039,
0.053039,
0.053038,
0.053038,
0.053036,
0.053036,
0.053034,
0.053034,
0.053032,
0.053032,
0.053031,
0.053031,
0.053029,
0.053029,
0.053027,
0.053027,
0.053025,
0.053025,
0.053023,
0.053023,
0.053022,
0.053022,
0.053020,
0.053020,
0.053018,
0.053018,
0.053016,
0.053016,
0.053015,
0.053015,
0.053013,
0.053013,
0.053011,
0.053011,
0.053009,
0.053009,
0.053008,
0.053008,
0.053006,
0.053006,
0.053004,
0.053004,
0.053002,
0.053002,
0.053001,
0.053001,
0.052999,
0.052999,
0.052997,
0.052997,
0.052995,
0.052995,
0.052994,
0.052994,
0.052992,
0.052992,
0.052990,
0.052990,
0.052988,
0.052988,
0.052987,
0.052987,
0.052985,
0.052985,
0.052983,
0.052983,
0.052981,
0.052981,
0.052980,
0.052980,
0.052978,
0.052978,
0.052976,
0.052976,
0.052974,
0.052974,
0.052973,
0.052973,
0.052971,
0.052971,
0.052969,
0.052969,
0.052967,
0.052967,
0.052966,
0.052966,
0.052964,
0.052964,
0.052962,
0.052962,
0.052960,
0.052960,
0.052959,
0.052959,
0.052957,
0.052957,
0.052955,
0.052955,
0.052953,
0.052953,
0.052952,
0.052952,
0.052950,
0.052950,
0.052948,
0.052948,
0.052947,
0.052947,
0.052945,
0.052945,
0.052943,
0.052943,
0.052941,
0.052941,
0.052940,
0.052940,
0.052938,
0.052938,
0.052936,
0.052936,
0.052934,
0.052934,
0.052933,
0.052933,
0.052931,
0.052931,
0.052929,
0.052929,
0.052927,
0.052927,
0.052926,
0.052926,
0.052924,
0.052924,
0.052922,
0.052922,
0.052921,
0.052921,
0.052919,
0.052919,
0.052917,
0.052917,
0.052915,
0.052915,
0.052914,
0.052914,
0.052912,
0.052912,
0.052910,
0.052910,
0.052908,
0.052908,
0.052907,
0.052907,
0.052905,
0.052905,
0.052903,
0.052903,
0.052901,
0.052901,
0.052900,
0.052900,
0.052898,
0.052898,
0.052896,
0.052896,
0.052895,
0.052895,
0.052893,
0.052893,
0.052891,
0.052891,
0.052889,
0.052889,
0.052888,
0.052888,
0.052886,
0.052886,
0.052884,
0.052884,
0.052883,
0.052883,
0.052881,
0.052881,
0.052879,
0.052879,
0.052877,
0.052877,
0.052876,
0.052876,
0.052874,
0.052874,
0.052872,
0.052872,
0.052870,
0.052870,
0.052869,
0.052869,
0.052867,
0.052867,
0.052865,
0.052865,
0.052864,
0.052864,
0.052862,
0.052862,
0.052860,
0.052860,
0.052858,
0.052858,
0.052857,
0.052857,
0.052855,
0.052855,
0.052853,
0.052853,
0.052852,
0.052852,
0.052850,
0.052850,
0.052848,
0.052848,
0.052846,
0.052846,
0.052845,
0.052845,
0.052843,
0.052843,
0.052841,
0.052841,
0.052840,
0.052840,
0.052838,
0.052838,
0.052836,
0.052836,
0.052835,
0.052835,
0.052833,
0.052833,
0.052831,
0.052831,
0.052829,
0.052829,
0.052828,
0.052828,
0.052826,
0.052826,
0.052824,
0.052824,
0.052823,
0.052823,
0.052821,
0.052821,
0.052819,
0.052819,
0.052817,
0.052817,
0.052816,
0.052816,
0.052814,
0.052814,
0.052812,
0.052812,
0.052811,
0.052811,
0.052809,
0.052809,
0.052807,
0.052807,
0.052806,
0.052806,
0.052804,
0.052804,
0.052802,
0.052802,
0.052800,
0.052800,
0.052799,
0.052799,
0.052797,
0.052797,
0.052795,
0.052795,
0.052794,
0.052794,
0.052792,
0.052792,
0.052790,
0.052790,
0.052789,
0.052789,
0.052787,
0.052787,
0.052785,
0.052785,
0.052784,
0.052784,
0.052782,
0.052782,
0.052780,
0.052780,
0.052778,
0.052778,
0.052777,
0.052777,
0.052775,
0.052775,
0.052773,
0.052773,
0.052772,
0.052772,
0.052770,
0.052770,
0.052768,
0.052768,
0.052767,
0.052767,
0.052765,
0.052765,
0.052763,
0.052763,
0.052762,
0.052762,
0.052760,
0.052760,
0.052758,
0.052758,
0.052756,
0.052756,
0.052755,
0.052755,
0.052753,
0.052753,
0.052751,
0.052751,
0.052750,
0.052750,
0.052748,
0.052748,
0.052746,
0.052746,
0.052745,
0.052745,
0.052743,
0.052743,
0.052741,
0.052741,
0.052740,
0.052740,
0.052738,
0.052738,
0.052736,
0.052736,
0.052735,
0.052735,
0.052733,
0.052733,
0.052731,
0.052731,
0.052730,
0.052730,
0.052728,
0.052728,
0.052726,
0.052726,
0.052725,
0.052725,
0.052723,
0.052723,
0.052721,
0.052721,
0.052719,
0.052719,
0.052718,
0.052718,
0.052716,
0.052716,
0.052714,
0.052714,
0.052713,
0.052713,
0.052711,
0.052711,
0.052709,
0.052709,
0.052708,
0.052708,
0.052706,
0.052706,
0.052704,
0.052704,
0.052703,
0.052703,
0.052701,
0.052701,
0.052699,
0.052699,
0.052698,
0.052698,
0.052696,
0.052696,
0.052694,
0.052694,
0.052693,
0.052693,
0.052691,
0.052691,
0.052689,
0.052689,
0.052688,
0.052688,
0.052686,
0.052686,
0.052684,
0.052684,
0.052683,
0.052683,
0.052681,
0.052681,
0.052679,
0.052679,
0.052678,
0.052678,
0.052676,
0.052676,
0.052674,
0.052674,
0.052673,
0.052673,
0.052671,
0.052671,
0.052669,
0.052669,
0.052668,
0.052668,
0.052666,
0.052666,
0.052664,
0.052664,
0.052663,
0.052663,
0.052661,
0.052661,
0.052659,
0.052659,
0.052658,
0.052658,
0.052656,
0.052656,
0.052654,
0.052654,
0.052653,
0.052653,
0.052651,
0.052651,
0.052649,
0.052649,
0.052648,
0.052648,
0.052646,
0.052646,
0.052644,
0.052644,
0.052643,
0.052643,
0.052641,
0.052641,
0.052640,
0.052640,
0.052638,
0.052638,
0.052636,
0.052636,
0.052635,
0.052635,
0.052633,
0.052633,
0.052631,
0.052631,
0.052630,
0.052630,
0.052628,
0.052628,
0.052626,
0.052626,
0.052625,
0.052625,
0.052623,
0.052623,
0.052621,
0.052621,
0.052620,
0.052620,
0.052618,
0.052618,
0.052616,
0.052616,
0.052615,
0.052615,
0.052613,
0.052613,
0.052611,
0.052611,
0.052610,
0.052610,
0.052608,
0.052608,
0.052607,
0.052607,
0.052605,
0.052605,
0.052603,
0.052603,
0.052602,
0.052602,
0.052600,
0.052600,
0.052598,
0.052598,
0.052597,
0.052597,
0.052595,
0.052595,
0.052593,
0.052593,
0.052592,
0.052592,
0.052590,
0.052590,
0.052588,
0.052588,
0.052587,
0.052587,
0.052585,
0.052585,
0.052584,
0.052584,
0.052582,
0.052582,
0.052580,
0.052580,
0.052579,
0.052579,
0.052577,
0.052577,
0.052575,
0.052575,
0.052574,
0.052574,
0.052572,
0.052572,
0.052570,
0.052570,
0.052569,
0.052569,
0.052567,
0.052567,
0.052566,
0.052566,
0.052564,
0.052564,
0.052562,
0.052562,
0.052561,
0.052561,
0.052559,
0.052559,
0.052557,
0.052557,
0.052556,
0.052556,
0.052554,
0.052554,
0.052552,
0.052552,
0.052551,
0.052551,
0.052549,
0.052549,
0.052548,
0.052548,
0.052546,
0.052546,
0.052544,
0.052544,
0.052543,
0.052543,
0.052541,
0.052541,
0.052539,
0.052539,
0.052538,
0.052538,
0.052536,
0.052536,
0.052535,
0.052535,
0.052533,
0.052533,
0.052531,
0.052531,
0.052530,
0.052530,
0.052528,
0.052528,
0.052526,
0.052526,
0.052525,
0.052525,
0.052523,
0.052523,
0.052522,
0.052522,
0.052520,
0.052520,
0.052518,
0.052518,
0.052517,
0.052517,
0.052515,
0.052515,
0.052513,
0.052513,
0.052512,
0.052512,
0.052510,
0.052510,
0.052509,
0.052509,
0.052507,
0.052507,
0.052505,
0.052505,
0.052504,
0.052504,
0.052502,
0.052502,
0.052501,
0.052501,
0.052499,
0.052499,
0.052497,
0.052497,
0.052496,
0.052496,
0.052494,
0.052494,
0.052492,
0.052492,
0.052491,
0.052491,
0.052489,
0.052489,
0.052488,
0.052488,
0.052486,
0.052486,
0.052484,
0.052484,
0.052483,
0.052483,
0.052481,
0.052481,
0.052480,
0.052480,
0.052478,
0.052478,
0.052476,
0.052476,
0.052475,
0.052475,
0.052473,
0.052473,
0.052471,
0.052471,
0.052470,
0.052470,
0.052468,
0.052468,
0.052467,
0.052467,
0.052465,
0.052465,
0.052463,
0.052463,
0.052462,
0.052462,
0.052460,
0.052460,
0.052459,
0.052459,
0.052457,
0.052457,
0.052455,
0.052455,
0.052454,
0.052454,
0.052452,
0.052452,
0.052451,
0.052451,
0.052449,
0.052449,
0.052447,
0.052447,
0.052446,
0.052446,
0.052444,
0.052444,
0.052443,
0.052443,
0.052441,
0.052441,
0.052439,
0.052439,
0.052438,
0.052438,
0.052436,
0.052436,
0.052435,
0.052435,
0.052433,
0.052433,
0.052431,
0.052431,
0.052430,
0.052430,
0.052428,
0.052428,
0.052427,
0.052427,
0.052425,
0.052425,
0.052423,
0.052423,
0.052422,
0.052422,
0.052420,
0.052420,
0.052419,
0.052419,
0.052417,
0.052417,
0.052415,
0.052415,
0.052414,
0.052414,
0.052412,
0.052412,
0.052411,
0.052411,
0.052409,
0.052409,
0.052407,
0.052407,
0.052406,
0.052406,
0.052404,
0.052404,
0.052403,
0.052403,
0.052401,
0.052401,
0.052400,
0.052400,
0.052398,
0.052398,
0.052396,
0.052396,
0.052395,
0.052395,
0.052393,
0.052393,
0.052392,
0.052392,
0.052390,
0.052390,
0.052388,
0.052388,
0.052387,
0.052387,
