vetor pesos sinapticos original:
0.784265 0.347850 0.264718 0.350597 
0.053792,
0.053790,
0.053790,
0.053788,
0.053788,
0.053786,
0.053786,
0.053784,
0.053784,
0.053782,
0.053782,
0.053780,
0.053780,
0.053778,
0.053778,
0.053776,
0.053776,
0.053774,
0.053774,
0.053772,
0.053772,
0.053770,
0.053770,
0.053768,
0.053768,
0.053766,
0.053766,
0.053764,
0.053764,
0.053762,
0.053762,
0.053760,
0.053760,
0.053758,
0.053758,
0.053756,
0.053756,
0.053754,
0.053754,
0.053752,
0.053752,
0.053750,
0.053750,
0.053748,
0.053748,
0.053746,
0.053746,
0.053745,
0.053745,
0.053743,
0.053743,
0.053741,
0.053741,
0.053739,
0.053739,
0.053737,
0.053737,
0.053735,
0.053735,
0.053733,
0.053733,
0.053731,
0.053731,
0.053729,
0.053729,
0.053727,
0.053727,
0.053725,
0.053725,
0.053723,
0.053723,
0.053721,
0.053721,
0.053719,
0.053719,
0.053717,
0.053717,
0.053715,
0.053715,
0.053713,
0.053713,
0.053711,
0.053711,
0.053709,
0.053709,
0.053707,
0.053707,
0.053705,
0.053705,
0.053703,
0.053703,
0.053702,
0.053702,
0.053700,
0.053700,
0.053698,
0.053698,
0.053696,
0.053696,
0.053694,
0.053694,
0.053692,
0.053692,
0.053690,
0.053690,
0.053688,
0.053688,
0.053686,
0.053686,
0.053684,
0.053684,
0.053682,
0.053682,
0.053680,
0.053680,
0.053678,
0.053678,
0.053676,
0.053676,
0.053674,
0.053674,
0.053672,
0.053672,
0.053670,
0.053670,
0.053668,
0.053668,
0.053667,
0.053667,
0.053665,
0.053665,
0.053663,
0.053663,
0.053661,
0.053661,
0.053659,
0.053659,
0.053657,
0.053657,
0.053655,
0.053655,
0.053653,
0.053653,
0.053651,
0.053651,
0.053649,
0.053649,
0.053647,
0.053647,
0.053645,
0.053645,
0.053643,
0.053643,
0.053641,
0.053641,
0.053639,
0.053639,
0.053638,
0.053638,
0.053636,
0.053636,
0.053634,
0.053634,
0.053632,
0.053632,
0.053630,
0.053630,
0.053628,
0.053628,
0.053626,
0.053626,
0.053624,
0.053624,
0.053622,
0.053622,
0.053620,
0.053620,
0.053618,
0.053618,
0.053616,
0.053616,
0.053614,
0.053614,
0.053612,
0.053612,
0.053611,
0.053611,
0.053609,
0.053609,
0.053607,
0.053607,
0.053605,
0.053605,
0.053603,
0.053603,
0.053601,
0.053601,
0.053599,
0.053599,
0.053597,
0.053597,
0.053595,
0.053595,
0.053593,
0.053593,
0.053591,
0.053591,
0.053589,
0.053589,
0.053588,
0.053588,
0.053586,
0.053586,
0.053584,
0.053584,
0.053582,
0.053582,
0.053580,
0.053580,
0.053578,
0.053578,
0.053576,
0.053576,
0.053574,
0.053574,
0.053572,
0.053572,
0.053570,
0.053570,
0.053568,
0.053568,
0.053566,
0.053566,
0.053565,
0.053565,
0.053563,
0.053563,
0.053561,
0.053561,
0.053559,
0.053559,
0.053557,
0.053557,
0.053555,
0.053555,
0.053553,
0.053553,
0.053551,
0.053551,
0.053549,
0.053549,
0.053547,
0.053547,
0.053545,
0.053545,
0.053544,
0.053544,
0.053542,
0.053542,
0.053540,
0.053540,
0.053538,
0.053538,
0.053536,
0.053536,
0.053534,
0.053534,
0.053532,
0.053532,
0.053530,
0.053530,
0.053528,
0.053528,
0.053526,
0.053526,
0.053525,
0.053525,
0.053523,
0.053523,
0.053521,
0.053521,
0.053519,
0.053519,
0.053517,
0.053517,
0.053515,
0.053515,
0.053513,
0.053513,
0.053511,
0.053511,
0.053509,
0.053509,
0.053508,
0.053508,
0.053506,
0.053506,
0.053504,
0.053504,
0.053502,
0.053502,
0.053500,
0.053500,
0.053498,
0.053498,
0.053496,
0.053496,
0.053494,
0.053494,
0.053492,
0.053492,
0.053490,
0.053490,
0.053489,
0.053489,
0.053487,
0.053487,
0.053485,
0.053485,
0.053483,
0.053483,
0.053481,
0.053481,
0.053479,
0.053479,
0.053477,
0.053477,
0.053475,
0.053475,
0.053474,
0.053474,
0.053472,
0.053472,
0.053470,
0.053470,
0.053468,
0.053468,
0.053466,
0.053466,
0.053464,
0.053464,
0.053462,
0.053462,
0.053460,
0.053460,
0.053458,
0.053458,
0.053457,
0.053457,
0.053455,
0.053455,
0.053453,
0.053453,
0.053451,
0.053451,
0.053449,
0.053449,
0.053447,
0.053447,
0.053445,
0.053445,
0.053443,
0.053443,
0.053442,
0.053442,
0.053440,
0.053440,
0.053438,
0.053438,
0.053436,
0.053436,
0.053434,
0.053434,
0.053432,
0.053432,
0.053430,
0.053430,
0.053428,
0.053428,
0.053427,
0.053427,
0.053425,
0.053425,
0.053423,
0.053423,
0.053421,
0.053421,
0.053419,
0.053419,
0.053417,
0.053417,
0.053415,
0.053415,
0.053413,
0.053413,
0.053412,
0.053412,
0.053410,
0.053410,
0.053408,
0.053408,
0.053406,
0.053406,
0.053404,
0.053404,
0.053402,
0.053402,
0.053400,
0.053400,
0.053399,
0.053399,
0.053397,
0.053397,
0.053395,
0.053395,
0.053393,
0.053393,
0.053391,
0.053391,
0.053389,
0.053389,
0.053387,
0.053387,
0.053386,
0.053386,
0.053384,
0.053384,
0.053382,
0.053382,
0.053380,
0.053380,
0.053378,
0.053378,
0.053376,
0.053376,
0.053374,
0.053374,
0.053372,
0.053372,
0.053371,
0.053371,
0.053369,
0.053369,
0.053367,
0.053367,
0.053365,
0.053365,
0.053363,
0.053363,
0.053361,
0.053361,
0.053360,
0.053360,
0.053358,
0.053358,
0.053356,
0.053356,
0.053354,
0.053354,
0.053352,
0.053352,
0.053350,
0.053350,
0.053348,
0.053348,
0.053347,
0.053347,
0.053345,
0.053345,
0.053343,
0.053343,
0.053341,
0.053341,
0.053339,
0.053339,
0.053337,
0.053337,
0.053335,
0.053335,
0.053334,
0.053334,
0.053332,
0.053332,
0.053330,
0.053330,
0.053328,
0.053328,
0.053326,
0.053326,
0.053324,
0.053324,
0.053323,
0.053323,
0.053321,
0.053321,
0.053319,
0.053319,
0.053317,
0.053317,
0.053315,
0.053315,
0.053313,
0.053313,
0.053312,
0.053312,
0.053310,
0.053310,
0.053308,
0.053308,
0.053306,
0.053306,
0.053304,
0.053304,
0.053302,
0.053302,
0.053300,
0.053300,
0.053299,
0.053299,
0.053297,
0.053297,
0.053295,
0.053295,
0.053293,
0.053293,
0.053291,
0.053291,
0.053289,
0.053289,
0.053288,
0.053288,
0.053286,
0.053286,
0.053284,
0.053284,
0.053282,
0.053282,
0.053280,
0.053280,
0.053278,
0.053278,
0.053277,
0.053277,
0.053275,
0.053275,
0.053273,
0.053273,
0.053271,
0.053271,
0.053269,
0.053269,
0.053268,
0.053268,
0.053266,
0.053266,
0.053264,
0.053264,
0.053262,
0.053262,
0.053260,
0.053260,
0.053258,
0.053258,
0.053257,
0.053257,
0.053255,
0.053255,
0.053253,
0.053253,
0.053251,
0.053251,
0.053249,
0.053249,
0.053247,
0.053247,
0.053246,
0.053246,
0.053244,
0.053244,
0.053242,
0.053242,
0.053240,
0.053240,
0.053238,
0.053238,
0.053237,
0.053237,
0.053235,
0.053235,
0.053233,
0.053233,
0.053231,
0.053231,
0.053229,
0.053229,
0.053227,
0.053227,
0.053226,
0.053226,
0.053224,
0.053224,
0.053222,
0.053222,
0.053220,
0.053220,
0.053218,
0.053218,
0.053217,
0.053217,
0.053215,
0.053215,
0.053213,
0.053213,
0.053211,
0.053211,
0.053209,
0.053209,
0.053207,
0.053207,
0.053206,
0.053206,
0.053204,
0.053204,
0.053202,
0.053202,
0.053200,
0.053200,
0.053198,
0.053198,
0.053197,
0.053197,
0.053195,
0.053195,
0.053193,
0.053193,
0.053191,
0.053191,
0.053189,
0.053189,
0.053188,
0.053188,
0.053186,
0.053186,
0.053184,
0.053184,
0.053182,
0.053182,
0.053180,
0.053180,
0.053179,
0.053179,
0.053177,
0.053177,
0.053175,
0.053175,
0.053173,
0.053173,
0.053171,
0.053171,
0.053170,
0.053170,
0.053168,
0.053168,
0.053166,
0.053166,
0.053164,
0.053164,
0.053162,
0.053162,
0.053161,
0.053161,
0.053159,
0.053159,
0.053157,
0.053157,
0.053155,
0.053155,
0.053153,
0.053153,
0.053152,
0.053152,
0.053150,
0.053150,
0.053148,
0.053148,
0.053146,
0.053146,
0.053144,
0.053144,
0.053143,
0.053143,
0.053141,
0.053141,
0.053139,
0.053139,
0.053137,
0.053137,
0.053135,
0.053135,
0.053134,
0.053134,
0.053132,
0.053132,
0.053130,
0.053130,
0.053128,
0.053128,
0.053127,
0.053127,
0.053125,
0.053125,
0.053123,
0.053123,
0.053121,
0.053121,
0.053119,
0.053119,
0.053118,
0.053118,
0.053116,
0.053116,
0.053114,
0.053114,
0.053112,
0.053112,
0.053110,
0.053110,
0.053109,
0.053109,
0.053107,
0.053107,
0.053105,
0.053105,
0.053103,
0.053103,
0.053102,
0.053102,
0.053100,
0.053100,
0.053098,
0.053098,
0.053096,
0.053096,
0.053094,
0.053094,
0.053093,
0.053093,
0.053091,
0.053091,
0.053089,
0.053089,
0.053087,
0.053087,
0.053086,
0.053086,
0.053084,
0.053084,
0.053082,
0.053082,
0.053080,
0.053080,
0.053078,
0.053078,
0.053077,
0.053077,
0.053075,
0.053075,
0.053073,
0.053073,
0.053071,
0.053071,
0.053070,
0.053070,
0.053068,
0.053068,
0.053066,
0.053066,
0.053064,
0.053064,
0.053062,
0.053062,
0.053061,
0.053061,
0.053059,
0.053059,
0.053057,
0.053057,
0.053055,
0.053055,
0.053054,
0.053054,
0.053052,
0.053052,
0.053050,
0.053050,
0.053048,
0.053048,
0.053047,
0.053047,
0.053045,
0.053045,
0.053043,
0.053043,
0.053041,
0.053041,
0.053039,
0.053039,
0.053038,
0.053038,
0.053036,
0.053036,
0.053034,
0.053034,
0.053032,
0.053032,
0.053031,
0.053031,
0.053029,
0.053029,
0.053027,
0.053027,
0.053025,
0.053025,
0.053024,
0.053024,
0.053022,
0.053022,
0.053020,
0.053020,
0.053018,
0.053018,
0.053017,
0.053017,
0.053015,
0.053015,
0.053013,
0.053013,
0.053011,
0.053011,
0.053010,
0.053010,
0.053008,
0.053008,
0.053006,
0.053006,
0.053004,
0.053004,
0.053003,
0.053003,
0.053001,
0.053001,
0.052999,
0.052999,
0.052997,
0.052997,
0.052996,
0.052996,
0.052994,
0.052994,
0.052992,
0.052992,
0.052990,
0.052990,
0.052989,
0.052989,
0.052987,
0.052987,
0.052985,
0.052985,
0.052983,
0.052983,
0.052982,
0.052982,
0.052980,
0.052980,
0.052978,
0.052978,
0.052976,
0.052976,
0.052975,
0.052975,
0.052973,
0.052973,
0.052971,
0.052971,
0.052969,
0.052969,
0.052968,
0.052968,
0.052966,
0.052966,
0.052964,
0.052964,
0.052962,
0.052962,
0.052961,
0.052961,
0.052959,
0.052959,
0.052957,
0.052957,
0.052955,
0.052955,
0.052954,
0.052954,
0.052952,
0.052952,
0.052950,
0.052950,
0.052948,
0.052948,
0.052947,
0.052947,
0.052945,
0.052945,
0.052943,
0.052943,
0.052941,
0.052941,
0.052940,
0.052940,
0.052938,
0.052938,
0.052936,
0.052936,
0.052935,
0.052935,
0.052933,
0.052933,
0.052931,
0.052931,
0.052929,
0.052929,
0.052928,
0.052928,
0.052926,
0.052926,
0.052924,
0.052924,
0.052922,
0.052922,
0.052921,
0.052921,
0.052919,
0.052919,
0.052917,
0.052917,
0.052915,
0.052915,
0.052914,
0.052914,
0.052912,
0.052912,
0.052910,
0.052910,
0.052909,
0.052909,
0.052907,
0.052907,
0.052905,
0.052905,
0.052903,
0.052903,
0.052902,
0.052902,
0.052900,
0.052900,
0.052898,
0.052898,
0.052896,
0.052896,
0.052895,
0.052895,
0.052893,
0.052893,
0.052891,
0.052891,
0.052890,
0.052890,
0.052888,
0.052888,
0.052886,
0.052886,
0.052884,
0.052884,
0.052883,
0.052883,
0.052881,
0.052881,
0.052879,
0.052879,
0.052877,
0.052877,
0.052876,
0.052876,
0.052874,
0.052874,
0.052872,
0.052872,
0.052871,
0.052871,
0.052869,
0.052869,
0.052867,
0.052867,
0.052865,
0.052865,
0.052864,
0.052864,
0.052862,
0.052862,
0.052860,
0.052860,
0.052859,
0.052859,
0.052857,
0.052857,
0.052855,
0.052855,
0.052853,
0.052853,
0.052852,
0.052852,
0.052850,
0.052850,
0.052848,
0.052848,
0.052847,
0.052847,
0.052845,
0.052845,
0.052843,
0.052843,
0.052841,
0.052841,
0.052840,
0.052840,
0.052838,
0.052838,
0.052836,
0.052836,
0.052835,
0.052835,
0.052833,
0.052833,
0.052831,
0.052831,
0.052830,
0.052830,
0.052828,
0.052828,
0.052826,
0.052826,
0.052824,
0.052824,
0.052823,
0.052823,
0.052821,
0.052821,
0.052819,
0.052819,
0.052818,
0.052818,
0.052816,
0.052816,
0.052814,
0.052814,
0.052812,
0.052812,
0.052811,
0.052811,
0.052809,
0.052809,
0.052807,
0.052807,
0.052806,
0.052806,
0.052804,
0.052804,
0.052802,
0.052802,
0.052801,
0.052801,
0.052799,
0.052799,
0.052797,
0.052797,
0.052795,
0.052795,
0.052794,
0.052794,
0.052792,
0.052792,
0.052790,
0.052790,
0.052789,
0.052789,
0.052787,
0.052787,
0.052785,
0.052785,
0.052784,
0.052784,
0.052782,
0.052782,
0.052780,
0.052780,
0.052779,
0.052779,
0.052777,
0.052777,
0.052775,
0.052775,
0.052773,
0.052773,
0.052772,
0.052772,
0.052770,
0.052770,
0.052768,
0.052768,
0.052767,
0.052767,
0.052765,
0.052765,
0.052763,
0.052763,
0.052762,
0.052762,
0.052760,
0.052760,
0.052758,
0.052758,
0.052757,
0.052757,
0.052755,
0.052755,
0.052753,
0.052753,
0.052752,
0.052752,
0.052750,
0.052750,
0.052748,
0.052748,
0.052746,
0.052746,
0.052745,
0.052745,
0.052743,
0.052743,
0.052741,
0.052741,
0.052740,
0.052740,
0.052738,
0.052738,
0.052736,
0.052736,
0.052735,
0.052735,
0.052733,
0.052733,
0.052731,
0.052731,
0.052730,
0.052730,
0.052728,
0.052728,
0.052726,
0.052726,
0.052725,
0.052725,
0.052723,
0.052723,
0.052721,
0.052721,
0.052720,
0.052720,
0.052718,
0.052718,
0.052716,
0.052716,
0.052715,
0.052715,
0.052713,
0.052713,
0.052711,
0.052711,
0.052710,
0.052710,
0.052708,
0.052708,
0.052706,
0.052706,
0.052705,
0.052705,
0.052703,
0.052703,
0.052701,
0.052701,
0.052699,
0.052699,
0.052698,
0.052698,
0.052696,
0.052696,
0.052694,
0.052694,
0.052693,
0.052693,
0.052691,
0.052691,
0.052689,
0.052689,
0.052688,
0.052688,
0.052686,
0.052686,
0.052684,
0.052684,
0.052683,
0.052683,
0.052681,
0.052681,
0.052679,
0.052679,
0.052678,
0.052678,
0.052676,
0.052676,
0.052674,
0.052674,
0.052673,
0.052673,
0.052671,
0.052671,
0.052669,
0.052669,
0.052668,
0.052668,
0.052666,
0.052666,
0.052665,
0.052665,
0.052663,
0.052663,
0.052661,
0.052661,
0.052660,
0.052660,
0.052658,
0.052658,
0.052656,
0.052656,
0.052655,
0.052655,
0.052653,
0.052653,
0.052651,
0.052651,
0.052650,
0.052650,
0.052648,
0.052648,
0.052646,
0.052646,
0.052645,
0.052645,
0.052643,
0.052643,
0.052641,
0.052641,
0.052640,
0.052640,
0.052638,
0.052638,
0.052636,
0.052636,
0.052635,
0.052635,
0.052633,
0.052633,
0.052631,
0.052631,
0.052630,
0.052630,
0.052628,
0.052628,
0.052626,
0.052626,
0.052625,
0.052625,
0.052623,
0.052623,
0.052621,
0.052621,
0.052620,
0.052620,
0.052618,
0.052618,
0.052617,
0.052617,
0.052615,
0.052615,
0.052613,
0.052613,
0.052612,
0.052612,
0.052610,
0.052610,
0.052608,
0.052608,
0.052607,
0.052607,
0.052605,
0.052605,
0.052603,
0.052603,
0.052602,
0.052602,
0.052600,
0.052600,
0.052598,
0.052598,
0.052597,
0.052597,
0.052595,
0.052595,
0.052593,
0.052593,
0.052592,
0.052592,
0.052590,
0.052590,
0.052589,
0.052589,
0.052587,
0.052587,
0.052585,
0.052585,
0.052584,
0.052584,
0.052582,
0.052582,
0.052580,
0.052580,
0.052579,
0.052579,
0.052577,
0.052577,
0.052575,
0.052575,
0.052574,
0.052574,
0.052572,
0.052572,
0.052571,
0.052571,
0.052569,
0.052569,
0.052567,
0.052567,
0.052566,
0.052566,
0.052564,
0.052564,
0.052562,
0.052562,
0.052561,
0.052561,
0.052559,
0.052559,
0.052557,
0.052557,
0.052556,
0.052556,
0.052554,
0.052554,
0.052553,
0.052553,
0.052551,
0.052551,
0.052549,
0.052549,
0.052548,
0.052548,
0.052546,
0.052546,
0.052544,
0.052544,
0.052543,
0.052543,
0.052541,
0.052541,
0.052540,
0.052540,
0.052538,
0.052538,
0.052536,
0.052536,
0.052535,
0.052535,
0.052533,
0.052533,
0.052531,
0.052531,
0.052530,
0.052530,
0.052528,
0.052528,
0.052527,
0.052527,
0.052525,
0.052525,
0.052523,
0.052523,
0.052522,
0.052522,
0.052520,
0.052520,
0.052518,
0.052518,
0.052517,
0.052517,
0.052515,
0.052515,
0.052514,
0.052514,
0.052512,
0.052512,
0.052510,
0.052510,
0.052509,
0.052509,
0.052507,
0.052507,
0.052505,
0.052505,
0.052504,
0.052504,
0.052502,
0.052502,
0.052501,
0.052501,
0.052499,
0.052499,
0.052497,
0.052497,
0.052496,
0.052496,
0.052494,
0.052494,
0.052493,
0.052493,
0.052491,
0.052491,
0.052489,
0.052489,
0.052488,
0.052488,
0.052486,
0.052486,
0.052484,
0.052484,
0.052483,
0.052483,
0.052481,
0.052481,
0.052480,
0.052480,
0.052478,
0.052478,
0.052476,
0.052476,
0.052475,
0.052475,
0.052473,
0.052473,
0.052472,
0.052472,
0.052470,
0.052470,
0.052468,
0.052468,
0.052467,
0.052467,
0.052465,
0.052465,
0.052464,
0.052464,
0.052462,
0.052462,
0.052460,
0.052460,
0.052459,
0.052459,
0.052457,
0.052457,
0.052455,
0.052455,
0.052454,
0.052454,
0.052452,
0.052452,
0.052451,
0.052451,
0.052449,
0.052449,
0.052447,
0.052447,
0.052446,
0.052446,
0.052444,
0.052444,
0.052443,
0.052443,
0.052441,
0.052441,
0.052439,
0.052439,
0.052438,
0.052438,
0.052436,
0.052436,
0.052435,
0.052435,
0.052433,
0.052433,
0.052431,
0.052431,
0.052430,
0.052430,
0.052428,
0.052428,
0.052427,
0.052427,
0.052425,
0.052425,
0.052423,
0.052423,
0.052422,
0.052422,
0.052420,
0.052420,
0.052419,
0.052419,
0.052417,
0.052417,
0.052416,
0.052416,
0.052414,
0.052414,
0.052412,
0.052412,
0.052411,
0.052411,
0.052409,
0.052409,
0.052408,
0.052408,
0.052406,
0.052406,
0.052404,
0.052404,
0.052403,
0.052403,
0.052401,
0.052401,
0.052400,
0.052400,
0.052398,
0.052398,
0.052396,
0.052396,
0.052395,
0.052395,
0.052393,
0.052393,
0.052392,
0.052392,
0.052390,
0.052390,
0.052388,
0.052388,
0.052387,
0.052387,
0.052385,
0.052385,
0.052384,
0.052384,
0.052382,
0.052382,
0.052381,
0.052381,
0.052379,
0.052379,
0.052377,
0.052377,
0.052376,
0.052376,
0.052374,
0.052374,
0.052373,
0.052373,
0.052371,
0.052371,
0.052369,
0.052369,
0.052368,
0.052368,
0.052366,
0.052366,
0.052365,
0.052365,
0.052363,
0.052363,
0.052362,
0.052362,
0.052360,
0.052360,
0.052358,
0.052358,
0.052357,
0.052357,
