vetor pesos sinapticos original:
0.550645 0.527177 0.617084 0.145756 
0.093753 0.359935 0.593799 0.206641 
0.689871 0.979400 0.279550 0.214270 
0.380322 0.043306 0.855770 0.660176 
0.083743 0.116520 0.165624 0.901761 
0.566057 0.886258 0.692892 0.351695 
0.498062 0.113926 0.331370 0.293771 
0.632374 0.229652 0.226997 0.482192 
0.630787 0.975219 0.473159 0.180212 
0.573046 0.002411 0.940916 0.794641 
0.678671 0.832881 0.025208 0.762139 
0.272988 0.084780 0.588488 0.843776 
0.528428 0.374340 0.882443 0.483963 
0.012391 0.796503 0.729942 0.390362 
0.573321 0.392590 0.747826 0.990387 
0.595416 0.510208 0.891873 0.921049 
0.154393 0.462020 0.105380 0.208411 
0.104160 0.389691 0.352519 0.292581 
0.627064 0.739128 0.817621 0.554552 
0.277657 0.253151 0.551775 0.501541 
0.052400 0.888363 0.348125 0.266579 
0.515641 0.561510 0.126530 0.578845 
0.513565 0.132847 0.609577 0.860866 
0.507492 0.531571 0.570666 0.609149 
0.057222 0.430280 0.435896 0.714072 
0.486282 0.374523 0.520310 0.875515 
0.259926 0.773614 0.680410 0.770501 
0.107456 0.659047 0.663930 0.128910 
0.419599 0.616840 0.938078 0.373943 
0.952940 0.799677 0.277505 0.982818 
0.371838 0.425733 0.893429 0.224799 
0.659871 0.669942 0.384747 0.432447 
0.931364 0.353862 0.293069 0.461989 
0.674642 0.340922 0.542192 0.499741 
0.958403 0.043001 0.543535 0.870174 
0.631764 0.944304 0.249306 0.002472 
0.050203 0.549272 0.933653 0.211524 
0.357738 0.660634 0.983825 0.449171 
0.857326 0.393628 0.482406 0.683065 
0.500015 0.832820 0.861660 0.058229 
0.025025 0.737877 0.411542 0.498398 
0.780877 0.204199 0.922300 0.902799 
0.759789 0.685263 0.243202 0.595019 
0.876247 0.281961 0.038697 0.180120 
0.020600 0.706442 0.522660 0.466109 
0.919828 0.825343 0.452773 0.606128 
0.335490 0.190039 0.165838 0.117679 
0.631764 0.458907 0.935270 0.934965 
0.242805 0.118656 0.432112 0.150639 
0.072726 0.410901 0.571001 0.603504 
0.357707 0.869564 0.521836 0.967772 
0.022706 0.376446 0.169042 0.500900 
0.063478 0.140294 0.799097 0.105655 
0.985046 0.505936 0.297922 0.863094 
0.828120 0.999817 0.639332 0.692038 
0.815058 0.518174 0.945677 0.292367 
0.145512 0.063936 0.901975 0.027375 
0.974334 0.938780 0.805017 0.901914 
0.101993 0.796319 0.028108 0.292337 
0.409375 0.463332 0.183538 0.585192 
0.567766 0.934172 0.763207 0.379528 
0.055574 0.445814 0.539018 0.410718 
0.013123 0.039003 0.504624 0.850673 
0.966185 0.511856 0.639149 0.141453 
0.950163 0.172491 0.274422 0.018494 
0.065981 0.296823 0.347148 0.879269 
0.998810 0.697256 0.316935 0.153966 
0.530595 0.309397 0.031678 0.834620 
0.578570 0.202490 0.321451 0.818201 
0.790002 0.919675 0.602069 0.220985 
0.224799 0.554918 0.269814 0.319407 
0.157628 0.472396 0.168340 0.274422 
0.530015 0.074526 0.909177 0.295145 
0.084292 0.525407 0.326670 0.398175 
0.710440 0.835322 0.849574 0.419141 
0.036988 0.212836 0.069155 0.432051 
0.797388 0.091037 0.286599 0.233406 
0.002869 0.733390 0.319346 0.046999 
0.453566 0.826167 0.349162 0.105380 
0.618183 0.963561 0.092074 0.264809 
0.414655 0.431379 0.071993 0.309702 
0.922056 0.196020 0.278878 0.102420 
0.555528 0.504654 0.993347 0.235481 
0.735466 0.002930 0.057955 0.341563 
0.581805 0.776818 0.377636 0.718223 
0.665242 0.224067 0.929441 0.423231 
0.346171 0.162450 0.063265 0.496872 
0.053887,
0.053885,
0.053885,
0.053883,
0.053883,
0.053881,
0.053881,
0.053879,
0.053879,
0.053877,
0.053877,
0.053875,
0.053875,
0.053873,
0.053873,
0.053871,
0.053871,
0.053869,
0.053869,
0.053867,
0.053867,
0.053865,
0.053865,
0.053863,
0.053863,
0.053861,
0.053861,
0.053859,
0.053859,
0.053857,
0.053857,
0.053855,
0.053855,
0.053853,
0.053853,
0.053851,
0.053851,
0.053849,
0.053849,
0.053847,
0.053847,
0.053845,
0.053845,
0.053843,
0.053843,
0.053841,
0.053841,
0.053839,
0.053839,
0.053837,
0.053837,
0.053835,
0.053835,
0.053833,
0.053833,
0.053831,
0.053831,
0.053829,
0.053829,
0.053827,
0.053827,
0.053825,
0.053825,
0.053823,
0.053823,
0.053821,
0.053821,
0.053819,
0.053819,
0.053817,
0.053817,
0.053815,
0.053815,
0.053813,
0.053813,
0.053811,
0.053811,
0.053809,
0.053809,
0.053807,
0.053807,
0.053805,
0.053805,
0.053803,
0.053803,
0.053801,
0.053801,
0.053799,
0.053799,
0.053797,
0.053797,
0.053795,
0.053795,
0.053793,
0.053793,
0.053791,
0.053791,
0.053789,
0.053789,
0.053787,
0.053787,
0.053785,
0.053785,
0.053783,
0.053783,
0.053782,
0.053782,
0.053780,
0.053780,
0.053778,
0.053778,
0.053776,
0.053776,
0.053774,
0.053774,
0.053772,
0.053772,
0.053770,
0.053770,
0.053768,
0.053768,
0.053766,
0.053766,
0.053764,
0.053764,
0.053762,
0.053762,
0.053760,
0.053760,
0.053758,
0.053758,
0.053756,
0.053756,
0.053754,
0.053754,
0.053752,
0.053752,
0.053750,
0.053750,
0.053748,
0.053748,
0.053746,
0.053746,
0.053744,
0.053744,
0.053742,
0.053742,
0.053740,
0.053740,
0.053738,
0.053738,
0.053736,
0.053736,
0.053734,
0.053734,
0.053732,
0.053732,
0.053730,
0.053730,
0.053728,
0.053728,
0.053727,
0.053727,
0.053725,
0.053725,
0.053723,
0.053723,
0.053721,
0.053721,
0.053719,
0.053719,
0.053717,
0.053717,
0.053715,
0.053715,
0.053713,
0.053713,
0.053711,
0.053711,
0.053709,
0.053709,
0.053707,
0.053707,
0.053705,
0.053705,
0.053703,
0.053703,
0.053701,
0.053701,
0.053699,
0.053699,
0.053697,
0.053697,
0.053695,
0.053695,
0.053693,
0.053693,
0.053691,
0.053691,
0.053689,
0.053689,
0.053688,
0.053688,
0.053686,
0.053686,
0.053684,
0.053684,
0.053682,
0.053682,
0.053680,
0.053680,
0.053678,
0.053678,
0.053676,
0.053676,
0.053674,
0.053674,
0.053672,
0.053672,
0.053670,
0.053670,
0.053668,
0.053668,
0.053666,
0.053666,
0.053664,
0.053664,
0.053662,
0.053662,
0.053660,
0.053660,
0.053658,
0.053658,
0.053656,
0.053656,
0.053655,
0.053655,
0.053653,
0.053653,
0.053651,
0.053651,
0.053649,
0.053649,
0.053647,
0.053647,
0.053645,
0.053645,
0.053643,
0.053643,
0.053641,
0.053641,
0.053639,
0.053639,
0.053637,
0.053637,
0.053635,
0.053635,
0.053633,
0.053633,
0.053631,
0.053631,
0.053629,
0.053629,
0.053628,
0.053628,
0.053626,
0.053626,
0.053624,
0.053624,
0.053622,
0.053622,
0.053620,
0.053620,
0.053618,
0.053618,
0.053616,
0.053616,
0.053614,
0.053614,
0.053612,
0.053612,
0.053610,
0.053610,
0.053608,
0.053608,
0.053606,
0.053606,
0.053604,
0.053604,
0.053602,
0.053602,
0.053601,
0.053601,
0.053599,
0.053599,
0.053597,
0.053597,
0.053595,
0.053595,
0.053593,
0.053593,
0.053591,
0.053591,
0.053589,
0.053589,
0.053587,
0.053587,
0.053585,
0.053585,
0.053583,
0.053583,
0.053581,
0.053581,
0.053579,
0.053579,
0.053578,
0.053578,
0.053576,
0.053576,
0.053574,
0.053574,
0.053572,
0.053572,
0.053570,
0.053570,
0.053568,
0.053568,
0.053566,
0.053566,
0.053564,
0.053564,
0.053562,
0.053562,
0.053560,
0.053560,
0.053558,
0.053558,
0.053557,
0.053557,
0.053555,
0.053555,
0.053553,
0.053553,
0.053551,
0.053551,
0.053549,
0.053549,
0.053547,
0.053547,
0.053545,
0.053545,
0.053543,
0.053543,
0.053541,
0.053541,
0.053539,
0.053539,
0.053537,
0.053537,
0.053536,
0.053536,
0.053534,
0.053534,
0.053532,
0.053532,
0.053530,
0.053530,
0.053528,
0.053528,
0.053526,
0.053526,
0.053524,
0.053524,
0.053522,
0.053522,
0.053520,
0.053520,
0.053518,
0.053518,
0.053517,
0.053517,
0.053515,
0.053515,
0.053513,
0.053513,
0.053511,
0.053511,
0.053509,
0.053509,
0.053507,
0.053507,
0.053505,
0.053505,
0.053503,
0.053503,
0.053501,
0.053501,
0.053500,
0.053500,
0.053498,
0.053498,
0.053496,
0.053496,
0.053494,
0.053494,
0.053492,
0.053492,
0.053490,
0.053490,
0.053488,
0.053488,
0.053486,
0.053486,
0.053484,
0.053484,
0.053483,
0.053483,
0.053481,
0.053481,
0.053479,
0.053479,
0.053477,
0.053477,
0.053475,
0.053475,
0.053473,
0.053473,
0.053471,
0.053471,
0.053469,
0.053469,
0.053467,
0.053467,
0.053466,
0.053466,
0.053464,
0.053464,
0.053462,
0.053462,
0.053460,
0.053460,
0.053458,
0.053458,
0.053456,
0.053456,
0.053454,
0.053454,
0.053452,
0.053452,
0.053451,
0.053451,
0.053449,
0.053449,
0.053447,
0.053447,
0.053445,
0.053445,
0.053443,
0.053443,
0.053441,
0.053441,
0.053439,
0.053439,
0.053437,
0.053437,
0.053436,
0.053436,
0.053434,
0.053434,
0.053432,
0.053432,
0.053430,
0.053430,
0.053428,
0.053428,
0.053426,
0.053426,
0.053424,
0.053424,
0.053422,
0.053422,
0.053421,
0.053421,
0.053419,
0.053419,
0.053417,
0.053417,
0.053415,
0.053415,
0.053413,
0.053413,
0.053411,
0.053411,
0.053409,
0.053409,
0.053407,
0.053407,
0.053406,
0.053406,
0.053404,
0.053404,
0.053402,
0.053402,
0.053400,
0.053400,
0.053398,
0.053398,
0.053396,
0.053396,
0.053394,
0.053394,
0.053393,
0.053393,
0.053391,
0.053391,
0.053389,
0.053389,
0.053387,
0.053387,
0.053385,
0.053385,
0.053383,
0.053383,
0.053381,
0.053381,
0.053380,
0.053380,
0.053378,
0.053378,
0.053376,
0.053376,
0.053374,
0.053374,
0.053372,
0.053372,
0.053370,
0.053370,
0.053368,
0.053368,
0.053367,
0.053367,
0.053365,
0.053365,
0.053363,
0.053363,
0.053361,
0.053361,
0.053359,
0.053359,
0.053357,
0.053357,
0.053355,
0.053355,
0.053354,
0.053354,
0.053352,
0.053352,
0.053350,
0.053350,
0.053348,
0.053348,
0.053346,
0.053346,
0.053344,
0.053344,
0.053342,
0.053342,
0.053341,
0.053341,
0.053339,
0.053339,
0.053337,
0.053337,
0.053335,
0.053335,
0.053333,
0.053333,
0.053331,
0.053331,
0.053330,
0.053330,
0.053328,
0.053328,
0.053326,
0.053326,
0.053324,
0.053324,
0.053322,
0.053322,
0.053320,
0.053320,
0.053318,
0.053318,
0.053317,
0.053317,
0.053315,
0.053315,
0.053313,
0.053313,
0.053311,
0.053311,
0.053309,
0.053309,
0.053307,
0.053307,
0.053306,
0.053306,
0.053304,
0.053304,
0.053302,
0.053302,
0.053300,
0.053300,
0.053298,
0.053298,
0.053296,
0.053296,
0.053295,
0.053295,
0.053293,
0.053293,
0.053291,
0.053291,
0.053289,
0.053289,
0.053287,
0.053287,
0.053285,
0.053285,
0.053284,
0.053284,
0.053282,
0.053282,
0.053280,
0.053280,
0.053278,
0.053278,
0.053276,
0.053276,
0.053274,
0.053274,
0.053273,
0.053273,
0.053271,
0.053271,
0.053269,
0.053269,
0.053267,
0.053267,
0.053265,
0.053265,
0.053263,
0.053263,
0.053262,
0.053262,
0.053260,
0.053260,
0.053258,
0.053258,
0.053256,
0.053256,
0.053254,
0.053254,
0.053252,
0.053252,
0.053251,
0.053251,
0.053249,
0.053249,
0.053247,
0.053247,
0.053245,
0.053245,
0.053243,
0.053243,
0.053242,
0.053242,
0.053240,
0.053240,
0.053238,
0.053238,
0.053236,
0.053236,
0.053234,
0.053234,
0.053232,
0.053232,
0.053231,
0.053231,
0.053229,
0.053229,
0.053227,
0.053227,
0.053225,
0.053225,
0.053223,
0.053223,
0.053222,
0.053222,
0.053220,
0.053220,
0.053218,
0.053218,
0.053216,
0.053216,
0.053214,
0.053214,
0.053213,
0.053213,
0.053211,
0.053211,
0.053209,
0.053209,
0.053207,
0.053207,
0.053205,
0.053205,
0.053203,
0.053203,
0.053202,
0.053202,
0.053200,
0.053200,
0.053198,
0.053198,
0.053196,
0.053196,
0.053194,
0.053194,
0.053193,
0.053193,
0.053191,
0.053191,
0.053189,
0.053189,
0.053187,
0.053187,
0.053185,
0.053185,
0.053184,
0.053184,
0.053182,
0.053182,
0.053180,
0.053180,
0.053178,
0.053178,
0.053176,
0.053176,
0.053175,
0.053175,
0.053173,
0.053173,
0.053171,
0.053171,
0.053169,
0.053169,
0.053167,
0.053167,
0.053166,
0.053166,
0.053164,
0.053164,
0.053162,
0.053162,
0.053160,
0.053160,
0.053158,
0.053158,
0.053157,
0.053157,
0.053155,
0.053155,
0.053153,
0.053153,
0.053151,
0.053151,
0.053149,
0.053149,
0.053148,
0.053148,
0.053146,
0.053146,
0.053144,
0.053144,
0.053142,
0.053142,
0.053140,
0.053140,
0.053139,
0.053139,
0.053137,
0.053137,
0.053135,
0.053135,
0.053133,
0.053133,
0.053131,
0.053131,
0.053130,
0.053130,
0.053128,
0.053128,
0.053126,
0.053126,
0.053124,
0.053124,
0.053123,
0.053123,
0.053121,
0.053121,
0.053119,
0.053119,
0.053117,
0.053117,
0.053115,
0.053115,
0.053114,
0.053114,
0.053112,
0.053112,
0.053110,
0.053110,
0.053108,
0.053108,
0.053106,
0.053106,
0.053105,
0.053105,
0.053103,
0.053103,
0.053101,
0.053101,
0.053099,
0.053099,
0.053098,
0.053098,
0.053096,
0.053096,
0.053094,
0.053094,
0.053092,
0.053092,
0.053090,
0.053090,
0.053089,
0.053089,
0.053087,
0.053087,
0.053085,
0.053085,
0.053083,
0.053083,
0.053082,
0.053082,
0.053080,
0.053080,
0.053078,
0.053078,
0.053076,
0.053076,
0.053074,
0.053074,
0.053073,
0.053073,
0.053071,
0.053071,
0.053069,
0.053069,
0.053067,
0.053067,
0.053066,
0.053066,
0.053064,
0.053064,
0.053062,
0.053062,
0.053060,
0.053060,
0.053058,
0.053058,
0.053057,
0.053057,
0.053055,
0.053055,
0.053053,
0.053053,
0.053051,
0.053051,
0.053050,
0.053050,
0.053048,
0.053048,
0.053046,
0.053046,
0.053044,
0.053044,
0.053043,
0.053043,
0.053041,
0.053041,
0.053039,
0.053039,
0.053037,
0.053037,
0.053036,
0.053036,
0.053034,
0.053034,
0.053032,
0.053032,
0.053030,
0.053030,
0.053028,
0.053028,
0.053027,
0.053027,
0.053025,
0.053025,
0.053023,
0.053023,
0.053021,
0.053021,
0.053020,
0.053020,
0.053018,
0.053018,
0.053016,
0.053016,
0.053014,
0.053014,
0.053013,
0.053013,
0.053011,
0.053011,
0.053009,
0.053009,
0.053007,
0.053007,
0.053006,
0.053006,
0.053004,
0.053004,
0.053002,
0.053002,
0.053000,
0.053000,
0.052999,
0.052999,
0.052997,
0.052997,
0.052995,
0.052995,
0.052993,
0.052993,
0.052992,
0.052992,
0.052990,
0.052990,
0.052988,
0.052988,
0.052986,
0.052986,
0.052985,
0.052985,
0.052983,
0.052983,
0.052981,
0.052981,
0.052979,
0.052979,
0.052978,
0.052978,
0.052976,
0.052976,
0.052974,
0.052974,
0.052972,
0.052972,
0.052971,
0.052971,
0.052969,
0.052969,
0.052967,
0.052967,
0.052965,
0.052965,
0.052964,
0.052964,
0.052962,
0.052962,
0.052960,
0.052960,
0.052958,
0.052958,
0.052957,
0.052957,
0.052955,
0.052955,
0.052953,
0.052953,
0.052951,
0.052951,
0.052950,
0.052950,
0.052948,
0.052948,
0.052946,
0.052946,
0.052944,
0.052944,
0.052943,
0.052943,
0.052941,
0.052941,
0.052939,
0.052939,
0.052938,
0.052938,
0.052936,
0.052936,
0.052934,
0.052934,
0.052932,
0.052932,
0.052931,
0.052931,
0.052929,
0.052929,
0.052927,
0.052927,
0.052925,
0.052925,
0.052924,
0.052924,
0.052922,
0.052922,
0.052920,
0.052920,
0.052918,
0.052918,
0.052917,
0.052917,
0.052915,
0.052915,
0.052913,
0.052913,
0.052912,
0.052912,
0.052910,
0.052910,
0.052908,
0.052908,
0.052906,
0.052906,
0.052905,
0.052905,
0.052903,
0.052903,
0.052901,
0.052901,
0.052899,
0.052899,
0.052898,
0.052898,
0.052896,
0.052896,
0.052894,
0.052894,
0.052893,
0.052893,
0.052891,
0.052891,
0.052889,
0.052889,
0.052887,
0.052887,
0.052886,
0.052886,
0.052884,
0.052884,
0.052882,
0.052882,
0.052880,
0.052880,
0.052879,
0.052879,
0.052877,
0.052877,
0.052875,
0.052875,
0.052874,
0.052874,
0.052872,
0.052872,
0.052870,
0.052870,
0.052868,
0.052868,
0.052867,
0.052867,
0.052865,
0.052865,
0.052863,
0.052863,
0.052862,
0.052862,
0.052860,
0.052860,
0.052858,
0.052858,
0.052856,
0.052856,
0.052855,
0.052855,
0.052853,
0.052853,
0.052851,
0.052851,
0.052850,
0.052850,
0.052848,
0.052848,
0.052846,
0.052846,
0.052844,
0.052844,
0.052843,
0.052843,
0.052841,
0.052841,
0.052839,
0.052839,
0.052838,
0.052838,
0.052836,
0.052836,
0.052834,
0.052834,
0.052832,
0.052832,
0.052831,
0.052831,
0.052829,
0.052829,
0.052827,
0.052827,
0.052826,
0.052826,
0.052824,
0.052824,
0.052822,
0.052822,
0.052821,
0.052821,
0.052819,
0.052819,
0.052817,
0.052817,
0.052815,
0.052815,
0.052814,
0.052814,
0.052812,
0.052812,
0.052810,
0.052810,
0.052809,
0.052809,
0.052807,
0.052807,
0.052805,
0.052805,
0.052804,
0.052804,
0.052802,
0.052802,
0.052800,
0.052800,
0.052798,
0.052798,
0.052797,
0.052797,
0.052795,
0.052795,
0.052793,
0.052793,
0.052792,
0.052792,
0.052790,
0.052790,
0.052788,
0.052788,
0.052787,
0.052787,
0.052785,
0.052785,
0.052783,
0.052783,
0.052781,
0.052781,
0.052780,
0.052780,
0.052778,
0.052778,
0.052776,
0.052776,
0.052775,
0.052775,
0.052773,
0.052773,
0.052771,
0.052771,
0.052770,
0.052770,
0.052768,
0.052768,
0.052766,
0.052766,
0.052765,
0.052765,
0.052763,
0.052763,
0.052761,
0.052761,
0.052759,
0.052759,
0.052758,
0.052758,
0.052756,
0.052756,
0.052754,
0.052754,
0.052753,
0.052753,
0.052751,
0.052751,
0.052749,
0.052749,
0.052748,
0.052748,
0.052746,
0.052746,
0.052744,
0.052744,
0.052743,
0.052743,
0.052741,
0.052741,
0.052739,
0.052739,
0.052738,
0.052738,
0.052736,
0.052736,
0.052734,
0.052734,
0.052733,
0.052733,
0.052731,
0.052731,
0.052729,
0.052729,
0.052728,
0.052728,
0.052726,
0.052726,
0.052724,
0.052724,
0.052722,
0.052722,
0.052721,
0.052721,
0.052719,
0.052719,
0.052717,
0.052717,
0.052716,
0.052716,
0.052714,
0.052714,
0.052712,
0.052712,
0.052711,
0.052711,
0.052709,
0.052709,
0.052707,
0.052707,
0.052706,
0.052706,
0.052704,
0.052704,
0.052702,
0.052702,
0.052701,
0.052701,
0.052699,
0.052699,
0.052697,
0.052697,
0.052696,
0.052696,
0.052694,
0.052694,
0.052692,
0.052692,
0.052691,
0.052691,
0.052689,
0.052689,
0.052687,
0.052687,
0.052686,
0.052686,
0.052684,
0.052684,
0.052682,
0.052682,
0.052681,
0.052681,
0.052679,
0.052679,
0.052677,
0.052677,
0.052676,
0.052676,
0.052674,
0.052674,
0.052672,
0.052672,
0.052671,
0.052671,
0.052669,
0.052669,
0.052667,
0.052667,
0.052666,
0.052666,
0.052664,
0.052664,
0.052662,
0.052662,
0.052661,
0.052661,
0.052659,
0.052659,
0.052657,
0.052657,
0.052656,
0.052656,
0.052654,
0.052654,
0.052652,
0.052652,
0.052651,
0.052651,
0.052649,
0.052649,
0.052647,
0.052647,
0.052646,
0.052646,
0.052644,
0.052644,
0.052642,
0.052642,
0.052641,
0.052641,
0.052639,
0.052639,
0.052638,
0.052638,
0.052636,
0.052636,
0.052634,
0.052634,
0.052633,
0.052633,
0.052631,
0.052631,
0.052629,
0.052629,
0.052628,
0.052628,
0.052626,
0.052626,
0.052624,
0.052624,
0.052623,
0.052623,
0.052621,
0.052621,
0.052619,
0.052619,
0.052618,
0.052618,
0.052616,
0.052616,
0.052614,
0.052614,
0.052613,
0.052613,
0.052611,
0.052611,
0.052609,
0.052609,
0.052608,
0.052608,
0.052606,
0.052606,
0.052605,
0.052605,
0.052603,
0.052603,
0.052601,
0.052601,
0.052600,
0.052600,
0.052598,
0.052598,
0.052596,
0.052596,
0.052595,
0.052595,
0.052593,
0.052593,
0.052591,
0.052591,
0.052590,
0.052590,
0.052588,
0.052588,
0.052586,
0.052586,
0.052585,
0.052585,
0.052583,
0.052583,
0.052582,
0.052582,
0.052580,
0.052580,
0.052578,
0.052578,
0.052577,
0.052577,
0.052575,
0.052575,
0.052573,
0.052573,
0.052572,
0.052572,
0.052570,
0.052570,
0.052568,
0.052568,
0.052567,
0.052567,
0.052565,
0.052565,
0.052564,
0.052564,
0.052562,
0.052562,
0.052560,
0.052560,
0.052559,
0.052559,
0.052557,
0.052557,
0.052555,
0.052555,
0.052554,
0.052554,
0.052552,
0.052552,
0.052550,
0.052550,
0.052549,
0.052549,
0.052547,
0.052547,
0.052546,
0.052546,
0.052544,
0.052544,
0.052542,
0.052542,
0.052541,
0.052541,
0.052539,
0.052539,
0.052537,
0.052537,
0.052536,
0.052536,
0.052534,
0.052534,
0.052533,
0.052533,
0.052531,
0.052531,
0.052529,
0.052529,
0.052528,
0.052528,
0.052526,
0.052526,
0.052524,
0.052524,
0.052523,
0.052523,
0.052521,
0.052521,
0.052520,
0.052520,
0.052518,
0.052518,
0.052516,
0.052516,
0.052515,
0.052515,
0.052513,
0.052513,
0.052511,
0.052511,
0.052510,
0.052510,
0.052508,
0.052508,
0.052507,
0.052507,
0.052505,
0.052505,
0.052503,
0.052503,
0.052502,
0.052502,
0.052500,
0.052500,
0.052499,
0.052499,
0.052497,
0.052497,
0.052495,
0.052495,
0.052494,
0.052494,
0.052492,
0.052492,
0.052490,
0.052490,
0.052489,
0.052489,
0.052487,
0.052487,
0.052486,
0.052486,
0.052484,
0.052484,
0.052482,
0.052482,
0.052481,
0.052481,
0.052479,
0.052479,
0.052478,
0.052478,
0.052476,
0.052476,
0.052474,
0.052474,
0.052473,
0.052473,
0.052471,
0.052471,
0.052469,
0.052469,
0.052468,
0.052468,
0.052466,
0.052466,
0.052465,
0.052465,
0.052463,
0.052463,
0.052461,
0.052461,
0.052460,
0.052460,
0.052458,
0.052458,
0.052457,
0.052457,
0.052455,
0.052455,
0.052453,
0.052453,
0.052452,
0.052452,
0.052450,
0.052450,
0.052449,
0.052449,
0.052447,
0.052447,
0.052445,
0.052445,
0.052444,
0.052444,
0.052442,
0.052442,
0.052441,
0.052441,
0.052439,
0.052439,
0.052437,
0.052437,
0.052436,
0.052436,
0.052434,
0.052434,
0.052433,
0.052433,
